ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Ordered,Time_Order_Picked,Weather_conditions,Road_traffic_density,Type_of_vehicle
ORD000451,DP0245,24,4.3,12.875368,77.698877,12.840221,77.60687,19-02-2023,20:23:00,20:29:00,cloudy,high,scooter
ORD000452,DP0346,30,3.1,12.904762,77.567966,12.826541,77.448126,19-02-2023,21:03:00,21:09:00,sunny,low,bike
ORD000453,DP0341,32,4.8,13.084328,77.731022,12.940256,77.736826,19-02-2023,22:49:00,22:54:00,cloudy,medium,bike
ORD000454,DP0244,32,4.5,12.899123,77.478764,13.087208,77.555533,19-02-2023,23:30:00,23:32:00,sunny,low,scooter
ORD000455,DP0256,27,3.1,13.146661,77.723827,12.920818,77.760922,19-02-2023,01:25:00,01:29:00,sunny,low,bicycle
ORD000456,DP0143,25,3.5,12.897674,77.469677,12.882681,77.557086,19-02-2023,04:06:00,04:14:00,cloudy,medium,scooter
ORD000457,DP0287,18,4.6,13.123595,77.645187,13.150155,77.540964,20-02-2023,05:41:00,05:47:00,cloudy,jam,bike
ORD000458,DP0252,31,4.4,13.064422,77.686744,12.867787,77.758082,20-02-2023,05:59:00,06:06:00,windy,high,bike
ORD000459,DP0021,27,4.3,13.029962,77.646326,13.183416,77.429955,20-02-2023,08:39:00,08:42:00,sunny,low,bike
ORD000460,DP0031,31,3.7,12.939752,77.599912,12.905985,77.559435,20-02-2023,12:30:00,12:36:00,rainy,low,bike
ORD000461,DP0160,24,4.6,13.107312,77.533391,13.050243,77.521056,20-02-2023,15:31:00,15:38:00,sunny,medium,bike
ORD000462,DP0087,34,4.5,12.903069,77.721724,12.866717,77.741579,20-02-2023,17:44:00,17:51:00,sunny,high,scooter
ORD000463,DP0390,31,4.4,12.915569,77.6067,13.001006,77.555516,20-02-2023,20:38:00,20:45:00,sunny,low,bike
ORD000464,DP0178,33,3.8,13.000909,77.716801,12.891365,77.504993,20-02-2023,02:35:00,02:38:00,rainy,low,scooter
ORD000465,DP0363,18,3.4,13.006273,77.474951,13.123448,77.573433,20-02-2023,02:46:00,02:51:00,sunny,medium,bike
ORD000466,DP0494,35,3.9,13.104035,77.510186,12.972266,77.564205,20-02-2023,03:02:00,03:06:00,sunny,medium,scooter
ORD000467,DP0122,31,4.5,13.109532,77.514076,12.998036,77.574621,21-02-2023,09:52:00,09:57:00,cloudy,high,bicycle
ORD000468,DP0356,29,3.2,12.871884,77.607363,12.887574,77.745269,21-02-2023,12:50:00,12:56:00,sunny,high,bike
ORD000469,DP0425,27,4.4,13.069128,77.734163,12.81066,77.676944,21-02-2023,14:23:00,14:28:00,sunny,medium,bike
ORD000470,DP0085,33,4.3,12.882653,77.74818,12.905102,77.49782,21-02-2023,16:39:00,16:44:00,windy,low,bike
ORD000471,DP0297,31,4.9,13.008912,77.731008,13.006072,77.780899,21-02-2023,17:17:00,17:20:00,sunny,low,bicycle
ORD000472,DP0340,40,3.2,12.893143,77.494595,13.138892,77.588962,21-02-2023,21:20:00,21:25:00,rainy,jam,bike
ORD000473,DP0466,23,3,13.016218,77.587189,13.028609,77.455654,21-02-2023,23:21:00,23:25:00,sunny,low,scooter
ORD000474,DP0123,28,4.7,12.908034,77.512245,12.971678,77.744517,21-02-2023,23:30:00,23:35:00,cloudy,medium,scooter
ORD000475,DP0401,23,4.1,13.073552,77.483066,13.002197,77.760577,21-02-2023,23:58:00,00:01:00,rainy,medium,scooter
ORD000476,DP0227,29,4.5,12.914923,77.734829,13.146648,77.544466,21-02-2023,03:10:00,03:13:00,cloudy,high,bike
ORD000477,DP0033,25,4.8,13.025956,77.742757,12.833049,77.475004,21-02-2023,04:59:00,05:06:00,foggy,medium,bicycle
ORD000478,DP0132,25,4.9,12.941167,77.579251,13.055175,77.717042,22-02-2023,05:42:00,05:49:00,sunny,high,bike
ORD000479,DP0206,36,4.2,13.105657,77.512921,12.817679,77.441269,22-02-2023,11:09:00,11:13:00,sunny,low,scooter
ORD000480,DP0023,25,3.8,12.890062,77.688721,13.140649,77.653759,22-02-2023,11:53:00,11:59:00,sunny,low,scooter
ORD000481,DP0373,27,4,13.06815,77.542717,12.84196,77.652035,22-02-2023,13:59:00,14:04:00,sunny,medium,scooter
ORD000482,DP0385,28,3.1,12.994449,77.690014,13.178734,77.478947,22-02-2023,18:28:00,18:32:00,cloudy,jam,scooter
ORD000483,DP0391,29,3.8,13.142759,77.739407,13.183631,77.548706,22-02-2023,20:28:00,20:33:00,cloudy,medium,scooter
ORD000484,DP0427,20,5,13.039061,77.681929,12.945421,77.575991,22-02-2023,22:08:00,22:14:00,windy,medium,scooter
ORD000485,DP0208,32,4.2,13.13052,77.524412,13.047418,77.71892,22-02-2023,04:04:00,04:08:00,sunny,medium,bike
ORD000486,DP0019,27,3.8,13.104013,77.483498,13.159397,77.446072,23-02-2023,14:12:00,14:16:00,cloudy,medium,bike
ORD000487,DP0193,18,4.9,12.933469,77.673019,12.905749,77.751639,23-02-2023,15:55:00,16:02:00,cloudy,jam,bike
ORD000488,DP0075,28,4.4,13.143608,77.558619,13.054784,77.508987,23-02-2023,17:50:00,17:57:00,cloudy,high,bike
ORD000489,DP0479,33,4.4,13.098632,77.612972,12.812823,77.575703,23-02-2023,18:21:00,18:28:00,rainy,medium,bike
ORD000490,DP0206,35,3.9,13.039343,77.601056,13.043839,77.50523,23-02-2023,19:20:00,19:26:00,sunny,medium,scooter
ORD000491,DP0375,34,4.5,12.971467,77.611086,12.851478,77.45444,23-02-2023,23:11:00,23:16:00,rainy,medium,bicycle
ORD000492,DP0169,28,3.2,12.854275,77.510343,13.090702,77.745897,23-02-2023,01:32:00,01:35:00,sunny,high,scooter
ORD000493,DP0366,31,4.6,13.083253,77.744131,13.150513,77.710856,23-02-2023,03:06:00,03:13:00,sunny,medium,scooter
ORD000494,DP0330,23,3.7,13.02751,77.653924,12.944016,77.412894,23-02-2023,03:27:00,03:35:00,windy,medium,bike
ORD000495,DP0280,24,4.1,12.934215,77.745725,13.003495,77.406641,24-02-2023,07:29:00,07:37:00,cloudy,medium,bike
ORD000496,DP0470,19,3.6,12.916052,77.74869,12.921284,77.406773,24-02-2023,07:31:00,07:33:00,sunny,low,scooter
ORD000497,DP0215,29,4.4,13.143346,77.511174,12.876649,77.444488,24-02-2023,08:04:00,08:06:00,windy,high,scooter
ORD000498,DP0267,30,3.4,13.047014,77.479996,13.163363,77.473595,24-02-2023,11:33:00,11:38:00,cloudy,low,scooter
ORD000499,DP0275,30,4.8,13.007255,77.459623,13.001947,77.670687,24-02-2023,13:01:00,13:06:00,rainy,medium,scooter
ORD000500,DP0243,24,3.7,12.871887,77.601747,12.910185,77.787485,24-02-2023,14:52:00,14:58:00,sunny,medium,bike
ORD000501,DP0205,21,3.3,12.951582,77.595242,13.087927,77.530069,24-02-2023,15:40:00,15:45:00,rainy,medium,scooter
ORD000502,DP0250,25,4.9,13.00842,77.73798,12.966215,77.620598,24-02-2023,20:06:00,20:08:00,rainy,medium,scooter
ORD000503,DP0109,33,3.6,13.145288,77.541057,12.906625,77.520205,24-02-2023,20:30:00,20:34:00,foggy,high,scooter
ORD000504,DP0392,28,4.3,12.85165,77.586248,13.096768,77.49649,24-02-2023,21:31:00,21:36:00,sunny,high,bike
ORD000505,DP0397,26,3.1,13.13134,77.745873,13.013647,77.517133,25-02-2023,07:55:00,08:00:00,sunny,low,scooter
ORD000506,DP0469,23,3.9,12.879991,77.462005,12.831107,77.54353,25-02-2023,11:40:00,11:46:00,sunny,jam,bicycle
ORD000507,DP0349,29,3.7,12.918491,77.715115,12.842169,77.719487,25-02-2023,12:59:00,13:07:00,rainy,high,scooter
ORD000508,DP0442,28,4.2,13.133494,77.502289,13.129873,77.776869,25-02-2023,15:37:00,15:41:00,foggy,medium,bicycle
ORD000509,DP0368,28,3,12.93881,77.690473,13.169403,77.734231,25-02-2023,17:27:00,17:30:00,sunny,high,bike
ORD000510,DP0442,34,3.7,12.895799,77.740363,12.891233,77.511312,25-02-2023,21:34:00,21:39:00,cloudy,medium,scooter
ORD000511,DP0126,28,4.6,13.115969,77.665285,13.155481,77.791229,25-02-2023,04:11:00,04:18:00,cloudy,medium,scooter
ORD000512,DP0394,29,4,12.879138,77.617476,13.138061,77.777485,25-02-2023,04:51:00,04:55:00,rainy,medium,scooter
ORD000513,DP0161,22,4.8,12.852288,77.471282,12.844852,77.76398,26-02-2023,18:39:00,18:45:00,windy,high,bike
ORD000514,DP0437,28,3.7,13.126665,77.496208,13.095715,77.668786,26-02-2023,19:10:00,19:13:00,rainy,high,bike
ORD000515,DP0071,29,3.7,12.89967,77.720979,13.003512,77.577852,26-02-2023,20:09:00,20:14:00,sunny,high,scooter
ORD000516,DP0385,34,4.7,12.896985,77.639624,12.844312,77.635897,26-02-2023,21:09:00,21:11:00,sunny,medium,scooter
ORD000517,DP0493,24,3.8,13.03641,77.49718,13.085893,77.585605,26-02-2023,23:33:00,23:40:00,sunny,medium,bike
ORD000518,DP0147,27,4.1,13.101372,77.52097,12.948062,77.722216,26-02-2023,01:14:00,01:20:00,sunny,high,bike
ORD000519,DP0455,41,4.1,12.906589,77.488178,13.147769,77.505026,27-02-2023,05:34:00,05:36:00,sunny,medium,bike
ORD000520,DP0379,24,4.8,13.06394,77.685165,13.00393,77.731341,27-02-2023,09:18:00,09:25:00,cloudy,medium,scooter
ORD000521,DP0039,26,4.1,12.943985,77.547155,13.169151,77.623975,27-02-2023,11:42:00,11:44:00,sunny,high,bike
ORD000522,DP0293,26,3.4,12.931505,77.547895,13.151812,77.623609,27-02-2023,11:55:00,11:58:00,sunny,medium,scooter
ORD000523,DP0003,28,3.2,12.933454,77.543044,13.193443,77.79743,27-02-2023,14:26:00,14:32:00,cloudy,low,bike
ORD000524,DP0402,26,4.4,13.059975,77.542476,12.857682,77.546146,27-02-2023,15:55:00,16:00:00,cloudy,low,bike
ORD000525,DP0240,30,4.2,13.069142,77.57723,13.03972,77.529588,27-02-2023,17:41:00,17:48:00,cloudy,high,bike
ORD000526,DP0233,25,4.8,13.144563,77.680739,12.894697,77.541504,27-02-2023,18:46:00,18:52:00,sunny,medium,bike
ORD000527,DP0082,33,4.3,12.876384,77.710963,12.921847,77.432526,27-02-2023,03:03:00,03:07:00,rainy,high,bike
ORD000528,DP0099,29,4.4,12.985284,77.653976,12.860467,77.589037,28-02-2023,08:35:00,08:38:00,windy,medium,bicycle
ORD000529,DP0423,22,4.4,12.887851,77.451557,12.916285,77.401182,28-02-2023,08:57:00,09:01:00,sunny,high,scooter
ORD000530,DP0011,24,3.4,12.91628,77.623173,12.92885,77.433641,28-02-2023,13:28:00,13:30:00,cloudy,high,scooter
ORD000531,DP0177,28,4.7,12.857839,77.649861,12.848494,77.73558,28-02-2023,13:55:00,13:57:00,sunny,medium,bike
ORD000532,DP0219,22,3.3,13.018995,77.596914,12.802364,77.452963,28-02-2023,14:14:00,14:19:00,sunny,medium,scooter
ORD000533,DP0342,29,3.6,12.97382,77.51265,12.827344,77.402707,28-02-2023,18:28:00,18:33:00,sunny,high,scooter
ORD000534,DP0069,27,3.9,12.905508,77.493766,13.091009,77.5837,28-02-2023,19:58:00,20:05:00,rainy,high,bicycle
ORD000535,DP0165,31,4.7,12.995576,77.513181,12.878797,77.426899,28-02-2023,22:11:00,22:15:00,sunny,low,bicycle
ORD000536,DP0282,39,3.8,13.016708,77.733885,13.119122,77.695106,28-02-2023,22:33:00,22:38:00,rainy,low,bicycle
ORD000537,DP0047,36,4.8,12.989665,77.585825,12.832667,77.527798,28-02-2023,23:34:00,23:36:00,foggy,medium,bicycle
ORD000538,DP0186,34,3.2,13.125334,77.735904,12.947175,77.532791,28-02-2023,01:15:00,01:18:00,sunny,medium,scooter
ORD000539,DP0426,25,3.1,12.878761,77.639202,12.820406,77.664028,28-02-2023,03:19:00,03:27:00,sunny,high,bicycle
ORD000540,DP0398,30,4.4,12.960748,77.489035,13.10118,77.789072,01-03-2023,06:34:00,06:38:00,sunny,medium,bike
ORD000541,DP0303,34,3.4,12.963165,77.706378,13.120113,77.75471,01-03-2023,12:05:00,12:11:00,cloudy,high,bicycle
ORD000542,DP0178,21,3.6,13.028965,77.635142,12.880243,77.455419,01-03-2023,12:29:00,12:32:00,sunny,low,scooter
ORD000543,DP0183,33,3.5,13.019693,77.620133,13.044902,77.639608,01-03-2023,14:05:00,14:13:00,sunny,high,scooter
ORD000544,DP0369,24,4.9,13.00573,77.520056,12.942013,77.545099,01-03-2023,21:40:00,21:44:00,sunny,medium,scooter
ORD000545,DP0040,27,4.9,12.887197,77.61593,12.818036,77.617397,01-03-2023,23:38:00,23:42:00,sunny,medium,scooter
ORD000546,DP0458,34,3.7,13.047413,77.540653,12.839486,77.588014,01-03-2023,05:10:00,05:12:00,rainy,medium,bike
ORD000547,DP0406,24,4.6,12.929038,77.647219,12.903795,77.633086,02-03-2023,05:34:00,05:37:00,sunny,jam,bike
ORD000548,DP0347,27,3.1,12.966933,77.736025,13.005623,77.620169,02-03-2023,06:30:00,06:37:00,sunny,medium,bike
ORD000549,DP0098,20,4.1,13.139511,77.644345,12.957654,77.499411,02-03-2023,06:49:00,06:56:00,foggy,jam,bike
ORD000550,DP0325,27,3.1,12.999925,77.537501,12.992264,77.648772,02-03-2023,08:37:00,08:44:00,foggy,high,bike
ORD000551,DP0425,35,3.8,13.015716,77.454033,13.038005,77.658509,02-03-2023,13:06:00,13:14:00,windy,medium,bike
ORD000552,DP0306,24,3.1,13.091678,77.522391,13.152819,77.49348,02-03-2023,15:33:00,15:38:00,sunny,medium,bike
ORD000553,DP0165,24,3.3,12.994539,77.521419,13.074443,77.684106,02-03-2023,16:48:00,16:51:00,foggy,high,bike
ORD000554,DP0440,25,4.4,12.871408,77.699162,12.977091,77.683121,02-03-2023,18:09:00,18:13:00,sunny,medium,bike
ORD000555,DP0239,31,3.3,13.080102,77.482078,13.073599,77.424888,02-03-2023,21:07:00,21:09:00,rainy,medium,bike
ORD000556,DP0236,25,3.7,12.880259,77.609364,12.939521,77.430502,02-03-2023,21:21:00,21:24:00,sunny,medium,bike
ORD000557,DP0271,21,3,12.986518,77.710352,13.071355,77.402626,02-03-2023,00:33:00,00:40:00,sunny,high,bike
ORD000558,DP0341,27,4.6,13.142769,77.710651,13.093448,77.451986,02-03-2023,00:51:00,00:59:00,rainy,high,bike
ORD000559,DP0443,28,4.6,12.953806,77.598307,12.932063,77.510426,02-03-2023,04:05:00,04:11:00,cloudy,medium,bike
ORD000560,DP0319,29,3.7,13.144939,77.541686,12.803975,77.575161,02-03-2023,04:59:00,05:07:00,sunny,high,scooter
ORD000561,DP0055,32,3,13.048781,77.567667,13.012276,77.482477,03-03-2023,06:01:00,06:07:00,cloudy,low,scooter
ORD000562,DP0077,32,4.6,12.973376,77.528042,12.817731,77.603332,03-03-2023,13:01:00,13:05:00,sunny,high,scooter
ORD000563,DP0235,26,3.4,13.115175,77.559844,12.908164,77.412897,03-03-2023,21:55:00,22:02:00,cloudy,jam,bike
ORD000564,DP0476,26,4,12.985172,77.725909,13.101384,77.786926,03-03-2023,22:36:00,22:40:00,cloudy,low,bike
ORD000565,DP0006,25,3.1,12.88277,77.679069,12.848881,77.564738,03-03-2023,23:08:00,23:14:00,windy,medium,scooter
ORD000566,DP0066,28,3,13.011342,77.543632,13.187178,77.422835,03-03-2023,01:58:00,02:01:00,sunny,low,bicycle
ORD000567,DP0332,33,3.6,13.023792,77.516562,13.023016,77.495515,04-03-2023,06:32:00,06:39:00,sunny,low,bike
ORD000568,DP0254,29,4.5,12.852206,77.668915,13.08798,77.781723,04-03-2023,16:23:00,16:26:00,sunny,medium,bike
ORD000569,DP0111,28,4.9,13.017017,77.557927,12.927635,77.492463,04-03-2023,21:34:00,21:37:00,sunny,high,bike
ORD000570,DP0074,29,3.7,12.93905,77.699171,12.843535,77.469839,05-03-2023,05:35:00,05:43:00,sunny,medium,bike
ORD000571,DP0255,34,3.8,12.878393,77.621972,13.021786,77.530443,05-03-2023,05:45:00,05:50:00,sunny,medium,scooter
ORD000572,DP0430,26,4,13.081635,77.746917,12.851943,77.611696,05-03-2023,10:05:00,10:10:00,rainy,jam,bike
ORD000573,DP0146,34,4.9,12.963992,77.721879,13.106357,77.713847,05-03-2023,10:42:00,10:49:00,cloudy,high,bike
ORD000574,DP0230,26,4.4,13.149694,77.463026,13.075448,77.451355,05-03-2023,11:45:00,11:49:00,sunny,medium,scooter
ORD000575,DP0440,33,3.2,13.045378,77.642544,13.192655,77.631665,05-03-2023,19:13:00,19:16:00,cloudy,low,bike
ORD000576,DP0224,29,4.1,12.982226,77.686281,13.112668,77.746979,05-03-2023,19:43:00,19:50:00,rainy,low,bicycle
ORD000577,DP0397,30,4.9,12.93557,77.573987,12.99465,77.552978,05-03-2023,21:25:00,21:29:00,sunny,high,scooter
ORD000578,DP0216,29,3.1,13.056407,77.548366,12.801623,77.603285,05-03-2023,21:44:00,21:51:00,cloudy,high,bicycle
ORD000579,DP0407,20,4.3,13.052371,77.637682,13.119904,77.684675,05-03-2023,00:22:00,00:28:00,rainy,jam,scooter
ORD000580,DP0265,20,3,13.053844,77.59022,13.172728,77.51748,05-03-2023,02:42:00,02:44:00,sunny,high,bike
ORD000581,DP0168,20,4.1,12.907524,77.521565,13.004993,77.543673,05-03-2023,03:41:00,03:47:00,sunny,high,bike
ORD000582,DP0442,27,4.6,13.110081,77.509473,12.9176,77.622716,06-03-2023,10:22:00,10:27:00,rainy,medium,bicycle
ORD000583,DP0303,29,3.3,12.897681,77.619626,12.921615,77.795807,06-03-2023,12:02:00,12:05:00,cloudy,medium,bike
ORD000584,DP0136,21,3,13.112843,77.629151,12.996659,77.509135,06-03-2023,12:25:00,12:27:00,sunny,high,scooter
ORD000585,DP0241,29,3.4,13.092056,77.689653,12.813559,77.477053,06-03-2023,12:26:00,12:33:00,sunny,medium,scooter
ORD000586,DP0492,25,3.8,12.87822,77.644118,13.173512,77.472095,06-03-2023,13:19:00,13:26:00,rainy,medium,bike
ORD000587,DP0253,30,3.5,12.969629,77.701333,12.975469,77.698153,06-03-2023,13:22:00,13:29:00,sunny,medium,scooter
ORD000588,DP0054,28,4.2,13.124884,77.503508,12.884797,77.709335,06-03-2023,17:17:00,17:20:00,rainy,high,scooter
ORD000589,DP0219,23,4.8,12.864878,77.555519,12.973702,77.783405,06-03-2023,18:10:00,18:17:00,cloudy,medium,scooter
ORD000590,DP0070,23,3.5,12.979764,77.514382,12.853155,77.609178,06-03-2023,22:52:00,22:55:00,sunny,jam,bike
ORD000591,DP0422,23,3.2,12.993351,77.469436,12.910617,77.733371,06-03-2023,23:39:00,23:46:00,cloudy,medium,bike
ORD000592,DP0229,28,3.1,13.036873,77.721331,12.869406,77.640945,06-03-2023,04:31:00,04:33:00,rainy,jam,scooter
ORD000593,DP0065,24,4.5,12.990766,77.665747,12.943372,77.466465,07-03-2023,06:43:00,06:48:00,cloudy,high,scooter
ORD000594,DP0374,30,4.7,13.091,77.467008,12.844234,77.424055,07-03-2023,08:59:00,09:04:00,sunny,high,bike
ORD000595,DP0135,30,3.4,13.063191,77.734634,12.893774,77.743169,07-03-2023,09:06:00,09:12:00,sunny,low,bicycle
ORD000596,DP0471,25,3.9,12.975319,77.632145,13.103392,77.660775,07-03-2023,09:37:00,09:39:00,rainy,high,bike
ORD000597,DP0430,29,4,13.068228,77.695351,12.905161,77.601055,07-03-2023,10:19:00,10:24:00,sunny,medium,scooter
ORD000598,DP0022,28,4.3,13.017209,77.696309,13.194442,77.621232,07-03-2023,10:24:00,10:30:00,cloudy,low,bike
ORD000599,DP0223,18,3.8,13.122491,77.727927,13.000406,77.73015,07-03-2023,12:21:00,12:28:00,sunny,low,bicycle
ORD000600,DP0198,32,3.8,13.034462,77.620421,12.889152,77.748423,07-03-2023,12:44:00,12:47:00,windy,medium,scooter
ORD000601,DP0414,40,4.8,12.943234,77.521762,13.197285,77.79242,07-03-2023,12:58:00,13:05:00,sunny,low,scooter
ORD000602,DP0296,27,3.6,13.122356,77.534329,13.191428,77.42326,07-03-2023,13:49:00,13:54:00,sunny,medium,bike
ORD000603,DP0185,28,3.9,13.043134,77.481182,12.81984,77.682132,07-03-2023,16:36:00,16:42:00,sunny,low,bike
ORD000604,DP0025,35,4.9,12.988213,77.599979,13.050147,77.521599,07-03-2023,19:14:00,19:19:00,cloudy,medium,bike
ORD000605,DP0181,29,4.5,12.955005,77.669352,13.180872,77.672714,07-03-2023,19:26:00,19:32:00,sunny,medium,bike
ORD000606,DP0354,24,3.8,12.933827,77.519334,12.89246,77.550983,07-03-2023,00:41:00,00:47:00,cloudy,medium,bike
ORD000607,DP0131,36,3.6,13.099864,77.743646,12.971955,77.467908,07-03-2023,00:58:00,01:03:00,rainy,medium,scooter
ORD000608,DP0330,33,4.7,12.967574,77.736732,13.061214,77.583576,07-03-2023,01:35:00,01:42:00,cloudy,medium,bike
ORD000609,DP0353,36,3.4,12.958917,77.715773,12.858254,77.76715,08-03-2023,09:00:00,09:06:00,sunny,jam,bike
ORD000610,DP0210,38,4.2,13.011877,77.559491,12.949996,77.471911,08-03-2023,11:35:00,11:38:00,sunny,high,scooter
ORD000611,DP0324,32,3.6,12.885038,77.506564,12.816776,77.793022,08-03-2023,12:46:00,12:51:00,sunny,low,bike
ORD000612,DP0129,34,3.7,12.869899,77.606697,13.021068,77.402563,08-03-2023,14:40:00,14:47:00,rainy,low,scooter
ORD000613,DP0471,33,4,13.06305,77.545576,13.107368,77.748096,08-03-2023,16:04:00,16:09:00,sunny,medium,scooter
ORD000614,DP0080,37,4.2,13.090082,77.524931,12.946245,77.49516,08-03-2023,17:15:00,17:19:00,sunny,medium,scooter
ORD000615,DP0329,30,4.1,13.126221,77.717193,13.073597,77.49971,08-03-2023,20:42:00,20:48:00,sunny,medium,bike
ORD000616,DP0082,32,3.1,13.046691,77.687206,13.036982,77.77006,08-03-2023,21:19:00,21:23:00,sunny,low,bike
ORD000617,DP0272,21,4.5,13.120841,77.707319,13.176441,77.553035,08-03-2023,04:08:00,04:16:00,sunny,medium,scooter
ORD000618,DP0194,32,4.8,13.032369,77.695911,13.066225,77.725261,09-03-2023,07:42:00,07:47:00,cloudy,high,bike
ORD000619,DP0288,34,3.5,12.928903,77.469321,13.112686,77.510655,09-03-2023,09:29:00,09:32:00,sunny,medium,bike
ORD000620,DP0163,18,4.2,13.113261,77.470821,13.124689,77.434377,09-03-2023,09:54:00,09:58:00,sunny,medium,bicycle
ORD000621,DP0014,27,3.7,13.093614,77.611782,13.004456,77.742327,09-03-2023,10:03:00,10:09:00,cloudy,jam,bike
ORD000622,DP0452,36,3.2,13.053711,77.456819,12.952753,77.433147,09-03-2023,12:38:00,12:46:00,windy,high,bike
ORD000623,DP0323,26,3.5,13.021428,77.682641,12.819424,77.420921,09-03-2023,16:57:00,17:01:00,foggy,jam,scooter
ORD000624,DP0198,19,4.6,12.911855,77.657517,12.921851,77.754551,09-03-2023,20:07:00,20:13:00,foggy,medium,bike
ORD000625,DP0406,31,4,13.074051,77.500449,13.08411,77.423654,09-03-2023,02:28:00,02:34:00,sunny,high,bike
ORD000626,DP0151,33,4.4,13.053125,77.652617,12.941393,77.72807,10-03-2023,07:06:00,07:08:00,cloudy,low,scooter
ORD000627,DP0057,27,3,13.146656,77.663539,12.867621,77.512913,10-03-2023,07:11:00,07:17:00,cloudy,high,scooter
ORD000628,DP0238,22,4,12.937494,77.691367,12.856918,77.776596,10-03-2023,09:23:00,09:25:00,cloudy,medium,scooter
ORD000629,DP0099,26,4.8,13.013712,77.716017,12.868478,77.651863,10-03-2023,12:10:00,12:12:00,cloudy,high,bike
ORD000630,DP0482,25,4.3,12.954922,77.450253,13.063889,77.585295,10-03-2023,13:19:00,13:25:00,cloudy,high,bike
ORD000631,DP0228,27,3.3,12.883105,77.633347,13.137848,77.778376,10-03-2023,15:52:00,15:59:00,sunny,medium,scooter
ORD000632,DP0455,26,4.8,12.887299,77.676414,13.024422,77.653556,10-03-2023,17:47:00,17:53:00,cloudy,low,bicycle
ORD000633,DP0276,33,4.3,12.860782,77.523404,12.910395,77.731258,10-03-2023,18:25:00,18:33:00,cloudy,high,scooter
ORD000634,DP0177,28,4,12.902043,77.465544,13.149817,77.722061,10-03-2023,20:42:00,20:47:00,cloudy,jam,scooter
ORD000635,DP0385,30,3.8,13.143022,77.605646,12.928266,77.522711,10-03-2023,20:48:00,20:56:00,sunny,jam,scooter
ORD000636,DP0210,24,3.4,13.148408,77.625601,13.195685,77.404753,10-03-2023,23:53:00,23:59:00,sunny,medium,bike
ORD000637,DP0414,37,3.3,12.975899,77.652163,13.039757,77.553356,10-03-2023,01:27:00,01:33:00,sunny,medium,scooter
ORD000638,DP0322,30,3.4,13.058262,77.692415,12.816599,77.492596,10-03-2023,04:43:00,04:50:00,windy,high,bike
ORD000639,DP0411,29,3.5,12.853133,77.56228,13.067103,77.424729,11-03-2023,07:00:00,07:02:00,sunny,low,scooter
ORD000640,DP0066,27,3.5,13.097103,77.670924,13.030742,77.710331,11-03-2023,14:19:00,14:22:00,windy,low,scooter
ORD000641,DP0231,35,4.6,12.929475,77.718406,12.967857,77.791443,11-03-2023,16:58:00,17:02:00,rainy,low,bike
ORD000642,DP0500,34,4.3,12.865505,77.653963,13.014671,77.435171,11-03-2023,18:04:00,18:11:00,cloudy,high,bike
ORD000643,DP0012,30,5,13.147363,77.578232,13.170141,77.774985,11-03-2023,18:42:00,18:50:00,sunny,high,scooter
ORD000644,DP0374,26,3.7,13.048786,77.467943,12.849216,77.586396,11-03-2023,19:26:00,19:29:00,sunny,high,scooter
ORD000645,DP0204,29,3.8,13.104076,77.541907,12.837423,77.658468,11-03-2023,00:10:00,00:17:00,sunny,high,scooter
ORD000646,DP0280,25,3.6,13.087598,77.566194,12.900208,77.720884,11-03-2023,02:30:00,02:36:00,rainy,high,scooter
ORD000647,DP0290,21,4.6,13.070888,77.549939,13.001856,77.590673,11-03-2023,03:59:00,04:06:00,rainy,medium,scooter
ORD000648,DP0150,24,3.6,13.144202,77.627743,12.924561,77.689586,12-03-2023,06:05:00,06:09:00,windy,low,scooter
ORD000649,DP0285,39,4.1,12.978035,77.587533,13.060663,77.75099,12-03-2023,09:23:00,09:26:00,rainy,medium,bicycle
ORD000650,DP0500,30,3.1,13.095172,77.57959,12.998867,77.75107,12-03-2023,14:53:00,14:58:00,rainy,jam,bike
ORD000651,DP0489,33,3.4,12.999822,77.538419,12.968222,77.625721,12-03-2023,14:55:00,15:02:00,sunny,low,bike
ORD000652,DP0202,26,3.4,13.085423,77.674146,13.084921,77.519354,12-03-2023,15:18:00,15:20:00,sunny,high,bike
ORD000653,DP0310,30,5,12.999737,77.63287,13.019031,77.542213,12-03-2023,16:04:00,16:08:00,cloudy,high,scooter
ORD000654,DP0031,35,3.9,13.068913,77.518647,12.850029,77.797391,12-03-2023,16:06:00,16:12:00,cloudy,high,bike
ORD000655,DP0239,22,4,12.881846,77.685896,12.906805,77.520732,12-03-2023,17:18:00,17:25:00,cloudy,low,scooter
ORD000656,DP0266,28,4.8,12.990805,77.565475,13.154734,77.446281,12-03-2023,18:42:00,18:44:00,sunny,medium,bike
ORD000657,DP0442,32,4.7,12.994118,77.450591,12.897076,77.785239,12-03-2023,20:23:00,20:27:00,cloudy,jam,bicycle
ORD000658,DP0117,24,4.7,13.101605,77.637441,13.138352,77.774006,12-03-2023,20:33:00,20:41:00,sunny,medium,bike
ORD000659,DP0004,35,4.4,12.935738,77.508548,13.065435,77.72304,13-03-2023,06:19:00,06:23:00,rainy,high,bike
