order_id,delivery_person_id,age,rating,order_date,order_hour,day_of_week,month,is_weekend,is_peak_hour,weather,traffic,vehicle,distance_km,restaurant_name,city_zone,festival,multiple_deliveries,actual_time_mins,estimated_mins
ORD000914,DP0029,24,4.6,2023-04-12T00:00:00Z,22,Wednesday,April,0,0,sunny,high,scooter,9.74,BBQ Junction,West,Diwali,0,33.5,36.5
ORD000915,DP0242,26,4.6,2023-04-12T00:00:00Z,3,Thursday,April,0,0,cloudy,jam,bike,13.76,Sushi Spot,South,None,0,43.1,47.3
ORD000916,DP0007,27,3.9,2023-04-12T00:00:00Z,4,Thursday,April,0,0,windy,low,scooter,4.13,Roll Master,Central,None,0,17.4,17.5
ORD000917,DP0181,33,4.6,2023-04-13T00:00:00Z,8,Thursday,April,0,0,sunny,high,scooter,4.64,Burger Palace,East,None,1,29.6,33
ORD000918,DP0460,22,3.7,2023-04-13T00:00:00Z,11,Thursday,April,0,0,sunny,high,bicycle,2.5,Sandwich Stop,West,None,1,23.5,22
ORD000919,DP0392,28,4.7,2023-04-13T00:00:00Z,14,Thursday,April,0,0,cloudy,medium,bike,6.74,Dosa Point,Central,None,0,27.4,29.7
ORD000920,DP0436,29,3.9,2023-04-13T00:00:00Z,14,Thursday,April,0,0,sunny,medium,scooter,11.77,Biryani Express,North,None,0,25.3,23.7
ORD000921,DP0432,24,3.7,2023-04-13T00:00:00Z,16,Thursday,April,0,0,cloudy,medium,bike,6,Noodle House,South,None,0,22.7,20.5
ORD000922,DP0103,31,3.8,2023-04-13T00:00:00Z,19,Thursday,April,0,1,sunny,low,bike,9.55,Rice Bucket,North,None,0,29,27.1
ORD000923,DP0388,37,3.6,2023-04-13T00:00:00Z,1,Friday,April,0,0,sunny,jam,bike,6.43,Salad Bowl,East,None,1,33.9,38
ORD000924,DP0434,29,3.2,2023-04-13T00:00:00Z,3,Friday,April,0,0,rainy,high,scooter,7.15,Spice Garden,Central,None,0,34.5,32.1
ORD000925,DP0188,25,3.7,2023-04-14T00:00:00Z,12,Friday,April,0,1,windy,low,bike,10.15,Pizza Hub,North,None,0,31.4,30.5
ORD000926,DP0121,29,3.4,2023-04-14T00:00:00Z,12,Friday,April,0,1,cloudy,high,bike,8.28,Rice Bucket,North,None,1,41.7,43
ORD000927,DP0072,29,4.5,2023-04-14T00:00:00Z,13,Friday,April,0,1,sunny,low,bike,2.4,Rice Bucket,West,None,0,8.8,8.2
ORD000928,DP0147,34,4.6,2023-04-14T00:00:00Z,13,Friday,April,0,1,rainy,medium,bike,11.23,Taco Town,North,None,1,45.8,53.3
ORD000929,DP0183,26,3.3,2023-04-14T00:00:00Z,20,Friday,April,0,1,rainy,high,bike,6.24,Roll Master,South,None,1,37.9,38.2
ORD000930,DP0315,28,4.3,2023-04-14T00:00:00Z,3,Saturday,April,1,0,sunny,jam,scooter,19.23,Curry Corner,East,None,0,54.5,57.3
ORD000931,DP0306,27,4.1,2023-04-15T00:00:00Z,6,Saturday,April,1,0,sunny,jam,bike,21.85,Curry Corner,Central,None,1,61.7,68.2
ORD000932,DP0088,22,4.1,2023-04-15T00:00:00Z,7,Saturday,April,1,0,sunny,medium,scooter,3.89,Biryani Express,South,None,0,17.9,15.6
ORD000933,DP0253,32,4.1,2023-04-15T00:00:00Z,11,Saturday,April,1,0,sunny,high,scooter,15.73,Spice Garden,South,None,1,47.8,45.7
ORD000934,DP0077,27,4.8,2023-04-15T00:00:00Z,13,Saturday,April,1,1,sunny,high,scooter,6.91,Dosa Point,Central,Diwali,0,40.6,42.1
ORD000935,DP0293,30,3.8,2023-04-15T00:00:00Z,17,Saturday,April,1,0,sunny,high,bike,5.07,Burger Palace,West,None,1,27.1,30.7
ORD000936,DP0354,23,3.1,2023-04-15T00:00:00Z,19,Saturday,April,1,1,sunny,low,bike,6.43,Spice Garden,Central,New Year,1,37.8,38.5
ORD000937,DP0432,28,4,2023-04-15T00:00:00Z,19,Saturday,April,1,1,sunny,low,bike,7.88,Salad Bowl,South,None,1,38,32.9
ORD000938,DP0250,31,4.7,2023-04-15T00:00:00Z,0,Sunday,April,1,0,rainy,medium,bike,5.76,BBQ Junction,West,Christmas,1,40.2,41.7
ORD000939,DP0481,34,4.7,2023-04-15T00:00:00Z,2,Sunday,April,1,0,sunny,medium,scooter,3.86,Pizza Hub,East,New Year,0,23.2,21.2
ORD000940,DP0157,23,3.1,2023-04-16T00:00:00Z,10,Sunday,April,1,0,sunny,medium,bike,7.05,Sandwich Stop,West,Christmas,1,35.8,38.2
ORD000941,DP0392,28,4.6,2023-04-16T00:00:00Z,10,Sunday,April,1,0,rainy,high,scooter,3.55,Wrap Zone,East,Christmas,1,39.7,43
ORD000942,DP0264,21,3.3,2023-04-16T00:00:00Z,11,Sunday,April,1,0,cloudy,low,bike,5.79,Burger Palace,West,None,0,16.7,15.7
ORD000943,DP0257,19,4.2,2023-04-16T00:00:00Z,13,Sunday,April,1,1,sunny,low,bike,11.07,BBQ Junction,North,None,1,30.9,36.7
ORD000944,DP0378,24,4,2023-04-16T00:00:00Z,13,Sunday,April,1,1,cloudy,medium,bicycle,3.36,BBQ Junction,North,Diwali,1,33.6,35.3
ORD000945,DP0360,23,3,2023-04-16T00:00:00Z,13,Sunday,April,1,1,sunny,jam,bike,5.86,Sushi Spot,South,None,1,38,36.9
ORD000946,DP0165,31,3.8,2023-04-16T00:00:00Z,13,Sunday,April,1,1,rainy,high,bike,8.9,Roll Master,Central,None,0,40.1,34.1
ORD000947,DP0184,32,4.2,2023-04-16T00:00:00Z,14,Sunday,April,1,0,cloudy,jam,bike,6.41,Biryani Express,North,None,1,33,35.3
ORD000948,DP0429,32,4.6,2023-04-16T00:00:00Z,21,Sunday,April,1,1,sunny,medium,bike,5.06,Burger Palace,Central,None,0,28.1,32.9
ORD000949,DP0307,28,4.6,2023-04-16T00:00:00Z,23,Sunday,April,1,0,cloudy,medium,bike,4,Curry Corner,West,None,0,18.3,20.4
ORD000950,DP0478,30,3.1,2023-04-16T00:00:00Z,1,Monday,April,0,0,rainy,medium,bike,5.83,Curry Corner,North,None,0,22.7,25.6
ORD000951,DP0018,28,3.6,2023-04-16T00:00:00Z,5,Monday,April,0,0,foggy,medium,bike,12.64,Sandwich Stop,West,None,0,36,31.1
ORD000952,DP0013,29,4.4,2023-04-17T00:00:00Z,9,Monday,April,0,0,sunny,high,bike,4.98,Burger Palace,North,None,0,16.1,18.8
ORD000953,DP0329,29,3.7,2023-04-17T00:00:00Z,9,Monday,April,0,0,windy,medium,bicycle,5.05,Sandwich Stop,South,Christmas,1,36,38.5
ORD000954,DP0250,24,4.6,2023-04-17T00:00:00Z,11,Monday,April,0,0,cloudy,medium,scooter,7.06,Burger Palace,West,None,1,29.9,30
ORD000955,DP0314,29,4.1,2023-04-17T00:00:00Z,14,Monday,April,0,0,sunny,high,bike,6.7,Taco Town,South,None,0,24,25.5
ORD000956,DP0210,40,5,2023-04-17T00:00:00Z,1,Tuesday,April,0,0,sunny,high,bicycle,14.41,Sushi Spot,North,Eid,0,49.2,50.6
ORD000957,DP0203,25,4.8,2023-04-18T00:00:00Z,8,Tuesday,April,0,0,cloudy,high,bike,15.37,Pizza Hub,West,None,0,44.4,52.2
ORD000958,DP0085,24,4.6,2023-04-18T00:00:00Z,12,Tuesday,April,0,1,sunny,medium,bike,3.39,Rice Bucket,Central,None,0,17.1,19.8
ORD000959,DP0414,27,5,2023-04-18T00:00:00Z,13,Tuesday,April,0,1,cloudy,low,bike,8.29,Spice Garden,Central,None,0,30.1,34.8
ORD000960,DP0438,28,4,2023-04-18T00:00:00Z,16,Tuesday,April,0,0,cloudy,high,scooter,7.79,Biryani Express,Central,None,1,30.2,35.6
ORD000961,DP0486,19,4.9,2023-04-18T00:00:00Z,18,Tuesday,April,0,0,rainy,high,bike,6.2,Curry Corner,East,None,0,32.6,28.5
ORD000962,DP0044,28,4.6,2023-04-18T00:00:00Z,22,Tuesday,April,0,0,sunny,medium,bike,6.88,Wrap Zone,West,Eid,1,38.1,40.1
ORD000963,DP0146,23,3.7,2023-04-19T00:00:00Z,6,Wednesday,April,0,0,cloudy,high,scooter,9.96,Noodle House,Central,None,0,33.3,39.8
ORD000964,DP0331,33,4.8,2023-04-19T00:00:00Z,7,Wednesday,April,0,0,cloudy,low,bike,9.28,BBQ Junction,Central,None,0,17,15.7
ORD000965,DP0411,34,4,2023-04-19T00:00:00Z,17,Wednesday,April,0,0,sunny,medium,bike,3.58,Spice Garden,Central,Diwali,1,32.8,30.1
ORD000966,DP0428,27,4.4,2023-04-19T00:00:00Z,19,Wednesday,April,0,1,sunny,high,scooter,10.84,Rice Bucket,Central,None,0,32.5,29.6
ORD000967,DP0066,22,4.8,2023-04-19T00:00:00Z,22,Wednesday,April,0,0,sunny,high,bike,12.9,Dosa Point,East,None,0,42.1,38.7
ORD000968,DP0430,25,3.5,2023-04-19T00:00:00Z,1,Thursday,April,0,0,foggy,high,scooter,7.79,Pizza Hub,Central,None,0,37.1,37.4
ORD000969,DP0044,20,3.4,2023-04-19T00:00:00Z,1,Thursday,April,0,0,sunny,medium,scooter,1.6,Salad Bowl,South,None,0,18.8,19.9
ORD000970,DP0178,33,3.5,2023-04-19T00:00:00Z,4,Thursday,April,0,0,rainy,jam,bike,12.37,Noodle House,West,None,0,46.7,50.5
ORD000971,DP0431,19,3.4,2023-04-19T00:00:00Z,4,Thursday,April,0,0,sunny,medium,bike,2.89,Dosa Point,Central,None,1,19.3,22.7
ORD000972,DP0296,29,4.2,2023-04-20T00:00:00Z,7,Thursday,April,0,0,sunny,medium,bike,13.36,Curry Corner,South,Eid,0,42.5,44.9
ORD000973,DP0378,34,4.7,2023-04-20T00:00:00Z,7,Thursday,April,0,0,windy,high,bike,5.78,Biryani Express,North,New Year,1,44,41.9
ORD000974,DP0181,26,3.4,2023-04-20T00:00:00Z,7,Thursday,April,0,0,cloudy,high,scooter,4.01,Spice Garden,East,Holi,0,28.7,31.1
ORD000975,DP0161,22,4.4,2023-04-20T00:00:00Z,11,Thursday,April,0,0,windy,medium,bike,2.65,Sandwich Stop,West,None,0,23.1,23.2
ORD000976,DP0355,18,3.4,2023-04-20T00:00:00Z,15,Thursday,April,0,0,sunny,jam,bike,9.7,Taco Town,South,None,0,31.6,36.4
ORD000977,DP0293,24,4.1,2023-04-20T00:00:00Z,16,Thursday,April,0,0,sunny,jam,scooter,5.06,Curry Corner,West,None,0,25,25.8
ORD000978,DP0227,21,4.5,2023-04-20T00:00:00Z,1,Friday,April,0,0,sunny,medium,bike,5.58,Curry Corner,Central,Christmas,0,25.2,23.5
ORD000979,DP0475,31,4.9,2023-04-21T00:00:00Z,5,Friday,April,0,0,cloudy,medium,scooter,6.44,Salad Bowl,South,None,1,30.2,29.3
ORD000980,DP0094,37,3.5,2023-04-21T00:00:00Z,7,Friday,April,0,0,cloudy,high,scooter,5.24,Curry Corner,East,None,1,31,30.2
ORD000981,DP0287,22,3.6,2023-04-21T00:00:00Z,10,Friday,April,0,0,cloudy,high,bike,3.35,Sushi Spot,North,None,0,20.6,20.2
ORD000982,DP0144,30,3.6,2023-04-21T00:00:00Z,10,Friday,April,0,0,rainy,medium,bike,1.83,Spice Garden,North,Holi,1,29.7,28.5
ORD000983,DP0248,20,4.2,2023-04-21T00:00:00Z,12,Friday,April,0,1,cloudy,jam,bike,9.26,Sushi Spot,North,Diwali,0,53.5,54.2
ORD000984,DP0301,29,4.3,2023-04-21T00:00:00Z,12,Friday,April,0,1,sunny,medium,scooter,9.69,Curry Corner,South,None,1,35.8,35.1
ORD000985,DP0153,38,4.2,2023-04-21T00:00:00Z,17,Friday,April,0,0,windy,low,scooter,5.24,Rice Bucket,North,None,1,21.3,18.9
ORD000986,DP0094,22,4.7,2023-04-21T00:00:00Z,19,Friday,April,0,1,sunny,low,bike,4.4,Sandwich Stop,South,Holi,0,28,28.4
ORD000987,DP0110,30,4,2023-04-21T00:00:00Z,22,Friday,April,0,0,cloudy,medium,scooter,10.05,Salad Bowl,East,None,0,30.3,31.2
ORD000988,DP0151,30,4.2,2023-04-21T00:00:00Z,0,Saturday,April,1,0,rainy,medium,bike,4.13,Wrap Zone,West,None,0,19.4,22.2
ORD000989,DP0187,20,4.3,2023-04-21T00:00:00Z,3,Saturday,April,1,0,sunny,medium,scooter,8.06,Burger Palace,Central,None,0,26.4,24.8
ORD000990,DP0058,35,3.4,2023-04-21T00:00:00Z,4,Saturday,April,1,0,cloudy,medium,bike,3.07,Sandwich Stop,East,None,0,16.6,17.6
ORD000991,DP0011,32,3.3,2023-04-22T00:00:00Z,6,Saturday,April,1,0,sunny,low,bike,9.5,Salad Bowl,South,None,1,25.7,26.1
ORD000992,DP0123,24,4.1,2023-04-22T00:00:00Z,11,Saturday,April,1,0,cloudy,high,bike,7.02,Biryani Express,Central,None,0,23.6,22.4
ORD000993,DP0437,24,4.6,2023-04-22T00:00:00Z,11,Saturday,April,1,0,rainy,medium,scooter,6.04,Burger Palace,Central,Christmas,0,31.9,35.9
ORD000994,DP0198,26,4.8,2023-04-22T00:00:00Z,12,Saturday,April,1,1,sunny,medium,scooter,5.39,Spice Garden,South,None,1,33.4,32.3
ORD000995,DP0357,27,3.1,2023-04-22T00:00:00Z,14,Saturday,April,1,0,rainy,medium,scooter,10.89,BBQ Junction,West,New Year,0,38.8,44.5
ORD000996,DP0383,27,4.5,2023-04-22T00:00:00Z,17,Saturday,April,1,0,rainy,medium,bike,10.9,Biryani Express,Central,None,1,42.6,50.7
ORD000997,DP0266,29,4.6,2023-04-22T00:00:00Z,0,Sunday,April,1,0,cloudy,high,bike,11.59,Dosa Point,South,None,0,36.9,31.8
ORD000998,DP0454,31,3.5,2023-04-22T00:00:00Z,1,Sunday,April,1,0,sunny,medium,bicycle,19.99,Dosa Point,West,None,0,45.7,40.9
ORD000999,DP0028,26,4.6,2023-04-22T00:00:00Z,5,Sunday,April,1,0,sunny,high,bicycle,4.37,Dosa Point,Central,None,0,24.1,25.1
ORD001000,DP0497,31,3.9,2023-04-23T00:00:00Z,7,Sunday,April,1,0,cloudy,high,bike,3.76,Sandwich Stop,West,None,0,24.8,21.6
ORD001001,DP0065,22,3.4,2023-04-23T00:00:00Z,7,Sunday,April,1,0,sunny,low,bike,17.06,Sushi Spot,East,Christmas,0,46.9,55.8
ORD001002,DP0285,28,4.1,2023-04-23T00:00:00Z,8,Sunday,April,1,0,sunny,high,bike,6.64,BBQ Junction,West,None,1,28.3,30.8
ORD001003,DP0157,28,3.9,2023-04-23T00:00:00Z,8,Sunday,April,1,0,cloudy,medium,bike,11.44,Salad Bowl,Central,None,0,30.3,36.3
ORD001004,DP0173,36,4.9,2023-04-23T00:00:00Z,13,Sunday,April,1,1,sunny,medium,bike,6.8,Wrap Zone,West,None,1,32.7,31.9
ORD001005,DP0169,31,3.8,2023-04-23T00:00:00Z,17,Sunday,April,1,0,sunny,high,bike,3.07,Wrap Zone,North,None,0,14.9,14.2
ORD001006,DP0464,20,3.5,2023-04-23T00:00:00Z,19,Sunday,April,1,1,sunny,low,scooter,10.42,Sushi Spot,South,None,0,36.8,41.1
ORD001007,DP0360,29,5,2023-04-23T00:00:00Z,22,Sunday,April,1,0,cloudy,low,scooter,8.16,Rice Bucket,South,None,1,29,28.7
ORD001008,DP0334,32,4.5,2023-04-23T00:00:00Z,1,Monday,April,0,0,sunny,high,scooter,3.33,Spice Garden,South,None,0,17.1,19.6
ORD001009,DP0433,29,3.8,2023-04-23T00:00:00Z,3,Monday,April,0,0,windy,high,scooter,4.82,Pizza Hub,East,Eid,0,34.6,40.7
ORD001010,DP0396,27,4.4,2023-04-23T00:00:00Z,3,Monday,April,0,0,rainy,medium,bike,5.14,Curry Corner,North,New Year,1,36.7,34.5
ORD001011,DP0116,22,3.9,2023-04-23T00:00:00Z,4,Monday,April,0,0,cloudy,medium,scooter,6.14,Roll Master,West,Christmas,0,26,22.8
ORD001012,DP0047,30,4.3,2023-04-23T00:00:00Z,5,Monday,April,0,0,cloudy,medium,scooter,4.6,Roll Master,West,Holi,0,25,22.3
ORD001013,DP0199,28,3.2,2023-04-24T00:00:00Z,8,Monday,April,0,0,sunny,medium,bicycle,4.62,Rice Bucket,West,None,0,17.4,15
ORD001014,DP0180,41,4.3,2023-04-24T00:00:00Z,8,Monday,April,0,0,sunny,medium,bike,6.73,Roll Master,East,None,1,31.5,34.4
ORD001015,DP0370,30,4,2023-04-24T00:00:00Z,11,Monday,April,0,0,rainy,high,scooter,6.33,Curry Corner,Central,None,0,33,38.5
ORD001016,DP0475,27,4.6,2023-04-24T00:00:00Z,11,Monday,April,0,0,rainy,low,bike,1.99,Sushi Spot,West,None,0,10,10.3
ORD001017,DP0075,36,4.6,2023-04-24T00:00:00Z,16,Monday,April,0,0,cloudy,medium,scooter,3.98,Taco Town,East,None,0,22.8,20.1
ORD001018,DP0295,25,4,2023-04-24T00:00:00Z,17,Monday,April,0,0,windy,high,bike,5.1,Salad Bowl,East,Eid,0,31.7,36.9
ORD001019,DP0131,23,3.9,2023-04-24T00:00:00Z,2,Tuesday,April,0,0,windy,jam,bike,7.8,Pizza Hub,East,Eid,0,45.5,43.2
ORD001020,DP0196,31,3.2,2023-04-24T00:00:00Z,3,Tuesday,April,0,0,cloudy,high,bike,7.89,Dosa Point,South,None,1,29.7,30.5
ORD001021,DP0380,26,3.3,2023-04-24T00:00:00Z,3,Tuesday,April,0,0,sunny,medium,scooter,4.93,Sandwich Stop,East,None,0,15,16.7
ORD001022,DP0027,41,4.8,2023-04-25T00:00:00Z,8,Tuesday,April,0,0,sunny,medium,bike,4.03,BBQ Junction,East,None,0,17.9,17.9
ORD001023,DP0152,21,4.7,2023-04-25T00:00:00Z,8,Tuesday,April,0,0,sunny,medium,bike,4.87,Spice Garden,South,None,1,27.5,26.1
ORD001024,DP0039,29,4.1,2023-04-25T00:00:00Z,17,Tuesday,April,0,0,cloudy,high,bike,5.75,BBQ Junction,East,New Year,1,40,46.6
ORD001025,DP0087,30,3.7,2023-04-25T00:00:00Z,20,Tuesday,April,0,1,sunny,high,bike,5.33,Biryani Express,West,None,0,28.9,25
ORD001026,DP0107,26,4.9,2023-04-25T00:00:00Z,20,Tuesday,April,0,1,sunny,low,scooter,5.6,Noodle House,West,None,0,17.8,21
ORD001027,DP0425,27,4.7,2023-04-25T00:00:00Z,21,Tuesday,April,0,1,cloudy,medium,scooter,5.6,Salad Bowl,South,None,0,28.5,30.7
ORD001028,DP0282,33,4.3,2023-04-25T00:00:00Z,22,Tuesday,April,0,0,cloudy,high,bike,1.91,BBQ Junction,South,None,1,25.9,25.1
ORD001029,DP0217,33,4.8,2023-04-25T00:00:00Z,2,Wednesday,April,0,0,windy,high,scooter,12.59,Pizza Hub,South,None,0,42.1,41.8
ORD001030,DP0062,32,4.6,2023-04-26T00:00:00Z,15,Wednesday,April,0,0,foggy,medium,bike,3.18,Taco Town,North,Christmas,1,31.2,35.3
ORD001031,DP0368,23,3.9,2023-04-26T00:00:00Z,17,Wednesday,April,0,0,sunny,low,bicycle,3.3,Biryani Express,West,None,0,16.5,17
ORD001032,DP0160,25,4,2023-04-26T00:00:00Z,20,Wednesday,April,0,1,cloudy,medium,bike,5.29,Wrap Zone,Central,None,0,30.4,27.5
ORD001033,DP0440,30,4.8,2023-04-26T00:00:00Z,22,Wednesday,April,0,0,cloudy,jam,bike,8.51,Burger Palace,North,None,0,38.2,42
ORD001034,DP0034,23,4.3,2023-04-26T00:00:00Z,0,Thursday,April,0,0,foggy,medium,scooter,5.16,Salad Bowl,East,New Year,0,35.1,30.4
ORD001035,DP0439,28,3.5,2023-04-27T00:00:00Z,6,Thursday,April,0,0,rainy,medium,bike,8.35,Sushi Spot,North,None,0,30.5,27.1
ORD001036,DP0031,28,4,2023-04-27T00:00:00Z,6,Thursday,April,0,0,cloudy,jam,scooter,4.92,Dosa Point,East,None,1,40.5,42.7
ORD001037,DP0082,20,4.3,2023-04-27T00:00:00Z,10,Thursday,April,0,0,sunny,low,bicycle,5.5,Dosa Point,North,None,1,25,27.4
ORD001038,DP0484,29,4.5,2023-04-27T00:00:00Z,10,Thursday,April,0,0,sunny,high,bike,3.93,BBQ Junction,Central,None,0,20.7,17.9
ORD001039,DP0420,29,4.7,2023-04-27T00:00:00Z,18,Thursday,April,0,0,sunny,high,scooter,4.72,Spice Garden,North,None,0,22.7,25.2
ORD001040,DP0176,23,4.3,2023-04-27T00:00:00Z,18,Thursday,April,0,0,cloudy,low,scooter,2.43,Wrap Zone,North,None,1,16,16.4
ORD001041,DP0093,25,4.6,2023-04-27T00:00:00Z,23,Thursday,April,0,0,cloudy,jam,bike,5.16,BBQ Junction,West,None,1,31.6,29.2
ORD001042,DP0183,25,4.3,2023-04-27T00:00:00Z,3,Friday,April,0,0,sunny,high,bike,2.32,BBQ Junction,Central,Holi,0,25,24.4
ORD001043,DP0460,28,3.6,2023-04-28T00:00:00Z,6,Friday,April,0,0,sunny,high,scooter,6.56,Sandwich Stop,North,None,0,34.7,36
ORD001044,DP0316,38,4.2,2023-04-28T00:00:00Z,9,Friday,April,0,0,windy,high,bike,24.6,BBQ Junction,North,None,0,62.3,69.4
ORD001045,DP0479,20,3.7,2023-04-28T00:00:00Z,9,Friday,April,0,0,sunny,jam,bike,2.34,Biryani Express,North,None,0,25.3,29.1
ORD001046,DP0039,31,3.6,2023-04-28T00:00:00Z,10,Friday,April,0,0,sunny,high,bike,3.04,Wrap Zone,Central,None,1,19.6,19.8
ORD001047,DP0443,38,4.5,2023-04-28T00:00:00Z,11,Friday,April,0,0,rainy,medium,bicycle,5.22,Noodle House,West,None,0,23.1,25.8
ORD001048,DP0091,23,3.5,2023-04-28T00:00:00Z,11,Friday,April,0,0,sunny,jam,bike,3.87,Sushi Spot,Central,Navratri,0,35.1,32.1
ORD001049,DP0061,33,3.5,2023-04-28T00:00:00Z,12,Friday,April,0,1,sunny,medium,bike,6.81,Wrap Zone,East,None,1,34.7,36.4
ORD001050,DP0269,35,4.5,2023-04-28T00:00:00Z,18,Friday,April,0,0,cloudy,medium,bike,14.51,Roll Master,South,None,0,45.7,50.4
ORD001051,DP0429,37,3.6,2023-04-28T00:00:00Z,20,Friday,April,0,1,sunny,low,bicycle,11.59,Noodle House,Central,None,0,27.4,25.4
ORD001052,DP0210,30,4.3,2023-04-28T00:00:00Z,22,Friday,April,0,0,sunny,low,scooter,4.3,Taco Town,West,None,0,13.6,16.3
ORD001053,DP0103,21,4.7,2023-04-28T00:00:00Z,23,Friday,April,0,0,sunny,low,bike,10.99,Burger Palace,South,Diwali,0,35,31
ORD001054,DP0326,29,3.2,2023-04-28T00:00:00Z,0,Saturday,April,1,0,sunny,medium,bike,9.26,Dosa Point,West,None,0,25,25
ORD001055,DP0382,31,4.4,2023-04-29T00:00:00Z,8,Saturday,April,1,0,sunny,medium,scooter,7.99,Rice Bucket,West,None,0,25.9,30.9
ORD001056,DP0212,24,4.6,2023-04-29T00:00:00Z,9,Saturday,April,1,0,sunny,low,bike,3.89,Salad Bowl,Central,New Year,1,28.5,33.5
ORD001057,DP0350,31,3.9,2023-04-29T00:00:00Z,9,Saturday,April,1,0,sunny,high,bike,9.14,Wrap Zone,East,None,0,28.4,24.4
ORD001058,DP0271,31,3.8,2023-04-29T00:00:00Z,13,Saturday,April,1,1,sunny,medium,scooter,8.53,Dosa Point,West,None,0,31.4,31.3
ORD001059,DP0464,31,4.3,2023-04-29T00:00:00Z,16,Saturday,April,1,0,cloudy,high,bicycle,11.8,Taco Town,South,None,0,40.6,46.2
ORD001060,DP0106,27,3.1,2023-04-29T00:00:00Z,16,Saturday,April,1,0,cloudy,high,scooter,4.04,Noodle House,South,Eid,0,29.8,30.3
ORD001061,DP0241,24,4.8,2023-04-29T00:00:00Z,16,Saturday,April,1,0,cloudy,jam,bike,5.76,Noodle House,Central,Holi,0,39.1,39.7
ORD001062,DP0450,34,3.5,2023-04-29T00:00:00Z,4,Sunday,April,1,0,rainy,high,bike,4.06,Sandwich Stop,East,None,0,28.4,33.6
ORD001063,DP0308,27,3.8,2023-04-29T00:00:00Z,5,Sunday,April,1,0,cloudy,medium,bike,2.56,Salad Bowl,North,None,0,14.9,17.7
ORD001064,DP0231,24,3.3,2023-04-30T00:00:00Z,5,Sunday,April,1,0,windy,low,bike,5.18,Dosa Point,South,None,1,23.2,21.4
ORD001065,DP0215,27,4.9,2023-04-30T00:00:00Z,7,Sunday,April,1,0,sunny,high,bike,7.69,Wrap Zone,East,Diwali,1,40.6,34.7
ORD001066,DP0042,28,4.6,2023-04-30T00:00:00Z,10,Sunday,April,1,0,cloudy,medium,scooter,7.38,Noodle House,Central,None,0,24.4,24.9
ORD001067,DP0113,28,3.9,2023-04-30T00:00:00Z,10,Sunday,April,1,0,cloudy,high,scooter,2.81,Rice Bucket,South,None,1,25.4,29.7
ORD001068,DP0265,32,4,2023-04-30T00:00:00Z,14,Sunday,April,1,0,sunny,high,bicycle,11.54,Taco Town,West,None,1,35.4,38.1
ORD001069,DP0191,21,4.1,2023-04-30T00:00:00Z,0,Monday,May,0,0,cloudy,jam,bike,9.59,Dosa Point,East,None,1,43.5,43.6
ORD001070,DP0414,25,4.9,2023-04-30T00:00:00Z,1,Monday,May,0,0,cloudy,medium,bike,4.21,Rice Bucket,West,None,0,24.3,21.1
ORD001071,DP0281,36,3.8,2023-05-01T00:00:00Z,9,Monday,May,0,0,foggy,high,scooter,8.06,Wrap Zone,Central,None,0,37.5,42.3
ORD001072,DP0291,38,5,2023-05-01T00:00:00Z,13,Monday,May,0,1,sunny,medium,scooter,2.51,Sushi Spot,South,None,1,21.8,22.5
ORD001073,DP0133,29,4.9,2023-05-01T00:00:00Z,16,Monday,May,0,0,sunny,high,bike,3.83,Noodle House,West,None,1,30.1,26
ORD001074,DP0407,26,4.5,2023-05-01T00:00:00Z,16,Monday,May,0,0,cloudy,low,bike,9.22,Rice Bucket,Central,None,0,27.3,29
ORD001075,DP0237,22,3.3,2023-05-01T00:00:00Z,18,Monday,May,0,0,cloudy,medium,scooter,4.88,Sushi Spot,Central,None,0,23.4,21
ORD001076,DP0344,31,4.4,2023-05-01T00:00:00Z,23,Monday,May,0,0,rainy,high,bicycle,4.08,Salad Bowl,Central,None,0,21.4,21.9
ORD001077,DP0332,30,3.8,2023-05-01T00:00:00Z,0,Tuesday,May,0,0,cloudy,medium,scooter,6.62,Rice Bucket,South,Holi,0,32.8,33.2
ORD001078,DP0312,32,4.7,2023-05-01T00:00:00Z,1,Tuesday,May,0,0,sunny,low,bike,3.7,Curry Corner,West,None,0,11.3,11
ORD001079,DP0080,26,3.8,2023-05-01T00:00:00Z,5,Tuesday,May,0,0,foggy,high,scooter,2.59,Taco Town,Central,None,0,22.3,24.1
ORD001080,DP0127,26,3.2,2023-05-02T00:00:00Z,11,Tuesday,May,0,0,sunny,jam,scooter,6.56,Wrap Zone,West,None,1,38.5,45
ORD001081,DP0055,29,3.9,2023-05-02T00:00:00Z,11,Tuesday,May,0,0,rainy,medium,scooter,5.46,Wrap Zone,South,New Year,0,34.1,33.1
ORD001082,DP0371,23,3.4,2023-05-02T00:00:00Z,13,Tuesday,May,0,1,foggy,low,bike,5.48,Rice Bucket,North,None,1,31.3,27.1
ORD001083,DP0171,18,3.1,2023-05-02T00:00:00Z,19,Tuesday,May,0,1,cloudy,medium,bike,8.85,Rice Bucket,East,Diwali,0,44.2,39.9
ORD001084,DP0441,25,3.2,2023-05-02T00:00:00Z,21,Tuesday,May,0,1,rainy,medium,scooter,5.05,Spice Garden,North,Navratri,1,39.3,41.7
ORD001085,DP0325,28,4.5,2023-05-02T00:00:00Z,1,Wednesday,May,0,0,rainy,high,scooter,5.25,BBQ Junction,East,Diwali,1,39.3,41
