order_id,delivery_person_id,age,rating,order_date,order_hour,day_of_week,month,is_weekend,is_peak_hour,weather,traffic,vehicle,distance_km,restaurant_name,city_zone,festival,multiple_deliveries,actual_time_mins,estimated_mins,delay_mins,is_delayed,delivery_cost_inr,efficiency_score,on_time_pct,cost_per_km
ORD001165,DP0334,29,3.6,2023-05-12T00:00:00Z,21,Friday,May,0,1,cloudy,low,scooter,5.51,Biryani Express,East,None,0,24,28,-4,0,51.37,100,1,9.32
ORD001166,DP0339,20,3.5,2023-05-12T00:00:00Z,2,Saturday,May,1,0,sunny,low,bike,8.19,Curry Corner,North,None,1,29,32.2,-3.2,0,60.2,100,1,7.35
ORD001167,DP0155,31,3.9,2023-05-13T00:00:00Z,6,Saturday,May,1,0,rainy,high,bike,5.95,Noodle House,North,None,1,30.7,35.9,-5.2,0,50.8,100,1,8.54
ORD001168,DP0216,25,3.8,2023-05-13T00:00:00Z,10,Saturday,May,1,0,sunny,high,bike,13.05,Roll Master,Central,None,0,38.9,36.7,2.2,1,91.88,100,0,7.04
ORD001169,DP0101,33,4.3,2023-05-13T00:00:00Z,11,Saturday,May,1,0,cloudy,medium,bike,10.15,Burger Palace,West,None,0,31.7,32.9,-1.2,0,70.75,100,1,6.97
ORD001170,DP0344,28,3.4,2023-05-13T00:00:00Z,14,Saturday,May,1,0,sunny,medium,bike,2.94,BBQ Junction,West,None,0,17.2,14.9,2.3,1,31.43,100,0,10.69
ORD001171,DP0442,30,3.9,2023-05-13T00:00:00Z,14,Saturday,May,1,0,foggy,high,bike,6.96,Dosa Point,West,None,1,39.4,47.1,-7.7,0,65.72,100,1,9.44
ORD001172,DP0148,18,4.8,2023-05-13T00:00:00Z,22,Saturday,May,1,0,windy,high,scooter,6.68,Roll Master,East,Diwali,0,36.8,34.7,2.1,1,67.3,100,0,10.07
ORD001173,DP0181,31,3.7,2023-05-13T00:00:00Z,0,Sunday,May,1,0,rainy,low,bike,4.52,Taco Town,North,None,1,23.4,20.4,3,1,43.29,100,0,9.58
ORD001174,DP0082,30,4.3,2023-05-13T00:00:00Z,3,Sunday,May,1,0,cloudy,medium,scooter,17.07,Pizza Hub,East,None,1,52.6,59.9,-7.3,0,108.17,100,1,6.34
ORD001175,DP0008,25,4.1,2023-05-14T00:00:00Z,7,Sunday,May,1,0,cloudy,medium,scooter,1.77,Biryani Express,South,None,0,14.3,14.5,-0.2,0,23.9,100,1,13.5
ORD001176,DP0082,28,3.4,2023-05-14T00:00:00Z,7,Sunday,May,1,0,sunny,low,bike,3.86,Sushi Spot,East,None,0,15.3,15,0.3,1,40.91,100,0,10.6
ORD001177,DP0156,31,4.3,2023-05-14T00:00:00Z,7,Sunday,May,1,0,sunny,jam,bike,9.32,Sushi Spot,North,Diwali,0,38.3,36.8,1.5,1,86.4,100,0,9.27
ORD001178,DP0385,27,4.4,2023-05-14T00:00:00Z,12,Sunday,May,1,1,sunny,medium,bike,3.38,Biryani Express,East,None,0,20.4,17.6,2.8,1,38.36,100,0,11.35
ORD001179,DP0121,28,3.9,2023-05-14T00:00:00Z,12,Sunday,May,1,1,cloudy,low,bicycle,3.18,Biryani Express,North,None,0,17.9,16.4,1.5,1,28.01,100,0,8.81
ORD001180,DP0452,23,4.9,2023-05-14T00:00:00Z,16,Sunday,May,1,0,sunny,high,bike,3.78,Wrap Zone,West,None,1,28.9,30.5,-1.6,0,45.53,100,1,12.04
ORD001181,DP0172,25,3.7,2023-05-14T00:00:00Z,21,Sunday,May,1,1,sunny,low,bike,4.93,Rice Bucket,North,None,1,24.1,24.5,-0.4,0,38.73,100,1,7.86
ORD001182,DP0319,34,3.2,2023-05-14T00:00:00Z,22,Sunday,May,1,0,foggy,high,bike,4.16,Dosa Point,South,None,0,30.8,29,1.8,1,44.07,100,0,10.59
ORD001183,DP0253,33,4.5,2023-05-14T00:00:00Z,0,Monday,May,0,0,sunny,medium,bike,7.37,Spice Garden,East,None,1,24,25.6,-1.6,0,55.69,100,1,7.56
ORD001184,DP0335,33,3.4,2023-05-14T00:00:00Z,1,Monday,May,0,0,sunny,jam,bike,2.65,Burger Palace,North,Diwali,1,31.2,33.6,-2.4,0,42.65,100,1,16.09
ORD001185,DP0308,23,3.1,2023-05-15T00:00:00Z,8,Monday,May,0,0,cloudy,medium,bike,16.57,Taco Town,South,Holi,0,49.4,42.6,6.8,1,113.27,100,0,6.84
ORD001186,DP0051,33,3.2,2023-05-15T00:00:00Z,8,Monday,May,0,0,sunny,medium,scooter,7.37,Dosa Point,West,None,0,26.6,24,2.6,1,59.31,100,0,8.05
ORD001187,DP0386,30,3.2,2023-05-15T00:00:00Z,9,Monday,May,0,0,windy,high,bike,6.18,Sushi Spot,South,Navratri,1,37.3,31.9,5.4,1,62.24,100,0,10.07
ORD001188,DP0380,38,3.9,2023-05-15T00:00:00Z,13,Monday,May,0,1,windy,medium,scooter,3.24,Sandwich Stop,West,Diwali,0,23.3,27,-3.7,0,37,100,1,11.42
ORD001189,DP0405,23,3.6,2023-05-15T00:00:00Z,14,Monday,May,0,0,sunny,high,scooter,8.75,Spice Garden,North,None,0,28.1,24.5,3.6,1,71.26,100,0,8.14
ORD001190,DP0406,27,3.7,2023-05-15T00:00:00Z,14,Monday,May,0,0,sunny,jam,bike,6.15,Salad Bowl,West,None,0,27.3,29.6,-2.3,0,63.64,100,1,10.35
ORD001191,DP0251,35,4.7,2023-05-15T00:00:00Z,17,Monday,May,0,0,cloudy,low,bike,4.9,Biryani Express,West,None,0,18.9,20.8,-1.9,0,45.28,100,1,9.24
ORD001192,DP0173,26,4.2,2023-05-15T00:00:00Z,21,Monday,May,0,1,cloudy,medium,scooter,5.69,Spice Garden,North,None,0,26.2,24.3,1.9,1,44.03,100,0,7.74
ORD001193,DP0013,33,4.4,2023-05-15T00:00:00Z,22,Monday,May,0,0,sunny,low,scooter,4.4,Burger Palace,East,None,1,17.5,19.6,-2.1,0,45.01,100,1,10.23
ORD001194,DP0410,29,3.4,2023-05-15T00:00:00Z,0,Tuesday,May,0,0,rainy,low,scooter,3.16,BBQ Junction,North,None,1,18.7,17.2,1.5,1,37.29,100,0,11.8
ORD001195,DP0295,24,3.9,2023-05-15T00:00:00Z,3,Tuesday,May,0,0,rainy,high,bike,7.4,Spice Garden,North,None,0,23.8,20.9,2.9,1,54.89,100,0,7.42
ORD001196,DP0259,26,3.9,2023-05-15T00:00:00Z,4,Tuesday,May,0,0,cloudy,high,scooter,14.37,Burger Palace,West,None,1,44.7,48.9,-4.2,0,106.05,100,1,7.38
ORD001197,DP0460,30,4.9,2023-05-15T00:00:00Z,5,Tuesday,May,0,0,foggy,medium,bicycle,7.72,Pizza Hub,North,None,0,28.5,25.6,2.9,1,63.37,100,0,8.21
ORD001198,DP0189,36,3.5,2023-05-16T00:00:00Z,5,Tuesday,May,0,0,sunny,low,scooter,4.19,Burger Palace,West,None,0,11.9,12,-0.1,0,34.91,100,1,8.33
ORD001199,DP0303,31,4.2,2023-05-16T00:00:00Z,11,Tuesday,May,0,0,sunny,medium,scooter,2.1,Roll Master,North,None,0,8.9,8.9,0,0,35.21,100,1,16.77
ORD001200,DP0312,27,4.8,2023-05-16T00:00:00Z,12,Tuesday,May,0,1,rainy,medium,scooter,9.5,BBQ Junction,Central,None,0,37.8,44.2,-6.4,0,67.22,100,1,7.08
ORD001201,DP0008,24,4.1,2023-05-16T00:00:00Z,14,Tuesday,May,0,0,sunny,low,bike,3.27,Sushi Spot,South,None,0,16.5,19.4,-2.9,0,31.95,100,1,9.77
ORD001202,DP0170,35,4,2023-05-16T00:00:00Z,16,Tuesday,May,0,0,sunny,high,bike,6.86,Curry Corner,East,None,1,27,30,-3,0,76.33,100,1,11.13
ORD001203,DP0294,29,4.6,2023-05-16T00:00:00Z,19,Tuesday,May,0,1,foggy,medium,scooter,7.47,Burger Palace,South,New Year,0,42.1,40.8,1.3,1,57.59,100,0,7.71
ORD001204,DP0086,22,4.8,2023-05-16T00:00:00Z,22,Tuesday,May,0,0,cloudy,low,bike,7.37,Wrap Zone,North,Christmas,0,30.7,28.2,2.5,1,59.54,100,0,8.08
ORD001205,DP0037,25,3.6,2023-05-16T00:00:00Z,22,Tuesday,May,0,0,sunny,high,bike,8.06,Biryani Express,West,Diwali,1,41.5,48.8,-7.3,0,78.61,100,1,9.75
ORD001206,DP0364,30,3,2023-05-16T00:00:00Z,1,Wednesday,May,0,0,windy,medium,scooter,8.54,Curry Corner,North,None,0,30.9,32,-1.1,0,64.65,100,1,7.57
ORD001207,DP0438,31,3.8,2023-05-16T00:00:00Z,2,Wednesday,May,0,0,cloudy,low,bike,3.46,Salad Bowl,Central,None,1,17.1,16,1.1,1,38.23,100,0,11.05
ORD001208,DP0482,26,3.4,2023-05-16T00:00:00Z,2,Wednesday,May,0,0,rainy,medium,scooter,3.14,Taco Town,West,None,1,20.7,24,-3.3,0,36.02,100,1,11.47
ORD001209,DP0149,31,3.3,2023-05-17T00:00:00Z,5,Wednesday,May,0,0,cloudy,medium,bike,2.29,Pizza Hub,South,None,0,15.5,14.8,0.7,1,36.91,100,0,16.12
ORD001210,DP0084,21,4.3,2023-05-17T00:00:00Z,6,Wednesday,May,0,0,sunny,medium,scooter,5.58,Burger Palace,North,None,0,19.2,16.6,2.6,1,35.48,100,0,6.36
ORD001211,DP0010,22,4.7,2023-05-17T00:00:00Z,14,Wednesday,May,0,0,sunny,high,scooter,10.11,Curry Corner,Central,None,0,38.3,33.5,4.8,1,78.19,100,0,7.73
ORD001212,DP0391,27,3.1,2023-05-17T00:00:00Z,17,Wednesday,May,0,0,sunny,high,bike,10.2,Salad Bowl,South,None,1,43.8,43.8,0,0,83.43,100,1,8.18
ORD001213,DP0123,22,4.8,2023-05-17T00:00:00Z,19,Wednesday,May,0,1,cloudy,low,bike,4.2,Roll Master,North,None,0,20,24,-4,0,44.42,100,1,10.58
ORD001214,DP0425,27,4.6,2023-05-17T00:00:00Z,20,Wednesday,May,0,1,sunny,medium,scooter,5.22,BBQ Junction,South,None,1,30.3,29.7,0.6,1,46.74,100,0,8.95
ORD001215,DP0324,35,3.8,2023-05-17T00:00:00Z,20,Wednesday,May,0,1,sunny,medium,bike,2.66,Noodle House,South,None,0,21,20.7,0.3,1,35.2,100,0,13.23
ORD001216,DP0494,34,4.3,2023-05-17T00:00:00Z,22,Wednesday,May,0,0,cloudy,high,scooter,2.54,Curry Corner,West,None,0,21.9,23.2,-1.3,0,37.13,100,1,14.62
ORD001217,DP0118,35,3.7,2023-05-17T00:00:00Z,22,Wednesday,May,0,0,windy,medium,bike,3.65,Sushi Spot,East,None,0,9.7,8.8,0.9,1,43.7,100,0,11.97
ORD001218,DP0055,31,4.4,2023-05-17T00:00:00Z,2,Thursday,May,0,0,sunny,jam,bike,8.47,Dosa Point,Central,None,0,33.1,39.6,-6.5,0,74.53,100,1,8.8
ORD001219,DP0253,25,4.2,2023-05-18T00:00:00Z,9,Thursday,May,0,0,sunny,jam,bike,4.97,Sushi Spot,North,Navratri,1,39.2,43.4,-4.2,0,48.55,100,1,9.77
ORD001220,DP0100,35,3.9,2023-05-18T00:00:00Z,10,Thursday,May,0,0,cloudy,medium,bike,11.05,Salad Bowl,South,Diwali,1,46.5,41.6,4.9,1,84.67,100,0,7.66
ORD001221,DP0354,30,4.7,2023-05-18T00:00:00Z,14,Thursday,May,0,0,sunny,jam,scooter,7.22,Salad Bowl,South,None,1,33.2,29.8,3.4,1,66.62,100,0,9.23
ORD001222,DP0317,30,3.9,2023-05-18T00:00:00Z,18,Thursday,May,0,0,cloudy,jam,bike,17.24,Biryani Express,North,None,0,52.8,62.3,-9.5,0,119.23,100,1,6.92
ORD001223,DP0364,18,3.2,2023-05-18T00:00:00Z,21,Thursday,May,0,1,cloudy,low,bicycle,3.31,Taco Town,North,New Year,0,26.7,26.2,0.5,1,43.33,100,0,13.09
ORD001224,DP0134,29,3.2,2023-05-18T00:00:00Z,2,Friday,May,0,0,sunny,medium,bike,2.77,Dosa Point,West,Holi,0,20.5,23,-2.5,0,33.52,100,1,12.1
ORD001225,DP0006,19,3.7,2023-05-18T00:00:00Z,3,Friday,May,0,0,rainy,high,bicycle,8.47,Sushi Spot,East,None,0,37.5,32.6,4.9,1,72.18,100,0,8.52
ORD001226,DP0054,29,4.6,2023-05-18T00:00:00Z,4,Friday,May,0,0,sunny,high,bike,4.89,Noodle House,Central,None,0,20.9,18.2,2.7,1,55.36,100,0,11.32
ORD001227,DP0399,34,4.4,2023-05-19T00:00:00Z,11,Friday,May,0,0,sunny,jam,bike,3.37,Dosa Point,Central,None,0,18.8,20.9,-2.1,0,33.32,100,1,9.89
ORD001228,DP0492,33,4.5,2023-05-19T00:00:00Z,12,Friday,May,0,1,rainy,jam,bicycle,2.76,Wrap Zone,Central,None,0,26.6,27.3,-0.7,0,39.1,100,1,14.17
ORD001229,DP0374,25,3.3,2023-05-19T00:00:00Z,13,Friday,May,0,1,sunny,high,bicycle,4.02,Rice Bucket,North,None,1,31.4,28.1,3.3,1,38.88,100,0,9.67
ORD001230,DP0325,28,3.1,2023-05-19T00:00:00Z,16,Friday,May,0,0,sunny,jam,bike,5.88,Rice Bucket,East,None,0,26.6,30.6,-4,0,58.2,100,1,9.9
ORD001231,DP0095,24,3.3,2023-05-19T00:00:00Z,19,Friday,May,0,1,sunny,medium,bike,9.24,BBQ Junction,North,None,1,33.5,32.3,1.2,1,61.75,100,0,6.68
ORD001232,DP0045,23,4.4,2023-05-19T00:00:00Z,22,Friday,May,0,0,rainy,medium,scooter,7.85,Curry Corner,East,None,0,32.3,28.1,4.2,1,58.71,100,0,7.48
ORD001233,DP0183,29,3.5,2023-05-19T00:00:00Z,23,Friday,May,0,0,foggy,medium,bike,5.81,Spice Garden,West,None,0,24.1,23.7,0.4,1,48.19,100,0,8.29
ORD001234,DP0073,32,3.4,2023-05-19T00:00:00Z,1,Saturday,May,1,0,sunny,low,scooter,6.26,Pizza Hub,North,None,1,24,28.3,-4.3,0,51.86,100,1,8.28
ORD001235,DP0176,35,4,2023-05-19T00:00:00Z,3,Saturday,May,1,0,cloudy,high,bike,4.98,Dosa Point,South,Diwali,1,37.2,43.2,-6,0,62.18,100,1,12.49
ORD001236,DP0257,28,4.2,2023-05-19T00:00:00Z,4,Saturday,May,1,0,sunny,medium,bike,6,Pizza Hub,North,None,1,23.2,20.9,2.3,1,54.67,100,0,9.11
ORD001237,DP0220,18,3.7,2023-05-20T00:00:00Z,8,Saturday,May,1,0,sunny,jam,bike,9.42,Spice Garden,South,Diwali,1,55.8,60.3,-4.5,0,89.84,100,1,9.54
ORD001238,DP0126,21,4.6,2023-05-20T00:00:00Z,9,Saturday,May,1,0,cloudy,low,bike,3.83,Taco Town,North,None,1,22,23.9,-1.9,0,45.49,100,1,11.88
ORD001239,DP0487,28,3.9,2023-05-20T00:00:00Z,11,Saturday,May,1,0,sunny,medium,bicycle,3.24,Sandwich Stop,South,None,0,14.4,13.5,0.9,1,37.43,100,0,11.55
ORD001240,DP0211,35,4.2,2023-05-20T00:00:00Z,12,Saturday,May,1,1,cloudy,medium,bike,4.05,Dosa Point,West,None,0,18.3,20.3,-2,0,37.38,100,1,9.23
ORD001241,DP0243,24,4,2023-05-20T00:00:00Z,12,Saturday,May,1,1,windy,low,scooter,5.31,Salad Bowl,South,None,0,23.6,20.8,2.8,1,47.27,100,0,8.9
ORD001242,DP0113,25,4.4,2023-05-20T00:00:00Z,14,Saturday,May,1,0,rainy,medium,scooter,5.79,Taco Town,East,None,0,23.7,22.5,1.2,1,52.27,100,0,9.03
ORD001243,DP0021,22,3.8,2023-05-20T00:00:00Z,14,Saturday,May,1,0,cloudy,low,bike,7.81,BBQ Junction,Central,None,0,22.9,22.5,0.4,1,60.31,100,0,7.72
ORD001244,DP0299,30,3.8,2023-05-20T00:00:00Z,16,Saturday,May,1,0,sunny,medium,bike,3.47,Salad Bowl,South,None,0,15.8,17.5,-1.7,0,42.42,100,1,12.22
ORD001245,DP0184,23,3.3,2023-05-20T00:00:00Z,18,Saturday,May,1,0,sunny,medium,bike,5.26,Curry Corner,North,None,0,22,25.8,-3.8,0,52.22,100,1,9.93
ORD001246,DP0062,30,4.2,2023-05-20T00:00:00Z,21,Saturday,May,1,1,foggy,low,bike,4.01,Dosa Point,East,None,1,28.3,33.8,-5.5,0,48.57,100,1,12.11
ORD001247,DP0202,29,3.4,2023-05-20T00:00:00Z,21,Saturday,May,1,1,cloudy,low,scooter,3.59,Salad Bowl,East,None,0,23.1,23.5,-0.4,0,43.5,100,1,12.12
ORD001248,DP0223,33,4.2,2023-05-20T00:00:00Z,22,Saturday,May,1,0,rainy,low,bike,16.01,Wrap Zone,East,None,0,44.2,46.2,-2,0,97.73,100,1,6.1
ORD001249,DP0165,27,3.8,2023-05-20T00:00:00Z,2,Sunday,May,1,0,windy,jam,scooter,4.5,Rice Bucket,North,None,0,29.8,32.7,-2.9,0,48.28,100,1,10.73
ORD001250,DP0183,36,4,2023-05-20T00:00:00Z,4,Sunday,May,1,0,cloudy,medium,scooter,8.47,Roll Master,South,None,0,31.6,36.2,-4.6,0,63.2,100,1,7.46
ORD001251,DP0465,24,4.2,2023-05-21T00:00:00Z,6,Sunday,May,1,0,windy,high,scooter,2.75,Rice Bucket,East,Navratri,0,31.6,29.3,2.3,1,42.69,100,0,15.52
ORD001252,DP0007,28,3.1,2023-05-21T00:00:00Z,9,Sunday,May,1,0,cloudy,jam,scooter,9.3,Noodle House,South,Holi,1,51.1,50.9,0.2,1,87.27,100,0,9.38
ORD001253,DP0025,26,3.1,2023-05-21T00:00:00Z,13,Sunday,May,1,1,sunny,low,scooter,2.52,Burger Palace,South,None,1,23.3,22.7,0.6,1,35.63,100,0,14.14
ORD001254,DP0479,32,3.2,2023-05-21T00:00:00Z,15,Sunday,May,1,0,rainy,medium,scooter,16.6,Biryani Express,South,None,1,55.7,65.4,-9.7,0,104.95,100,1,6.32
ORD001255,DP0460,27,3.6,2023-05-21T00:00:00Z,20,Sunday,May,1,1,windy,medium,scooter,5.1,Roll Master,East,None,1,36.1,31.1,5,1,47.2,100,0,9.25
ORD001256,DP0300,34,3.2,2023-05-21T00:00:00Z,21,Sunday,May,1,1,windy,high,bike,6.22,Sushi Spot,East,None,1,33.8,36.3,-2.5,0,63.3,100,1,10.18
ORD001257,DP0076,26,4.3,2023-05-21T00:00:00Z,23,Sunday,May,1,0,sunny,high,bike,11.41,Rice Bucket,South,Navratri,1,40,34.6,5.4,1,98.31,100,0,8.62
ORD001258,DP0199,31,3,2023-05-21T00:00:00Z,1,Monday,May,0,0,windy,medium,scooter,10.26,Rice Bucket,North,None,1,39.3,39.1,0.2,1,75.53,100,0,7.36
ORD001259,DP0279,36,4,2023-05-22T00:00:00Z,5,Monday,May,0,0,sunny,low,scooter,3.59,Sandwich Stop,South,None,0,12,12.5,-0.5,0,41.52,100,1,11.57
ORD001260,DP0001,26,4.6,2023-05-22T00:00:00Z,7,Monday,May,0,0,sunny,low,scooter,4.12,Sandwich Stop,North,Eid,0,20.2,18.8,1.4,1,47.89,100,0,11.62
ORD001261,DP0330,35,3.8,2023-05-22T00:00:00Z,10,Monday,May,0,0,cloudy,high,bike,9.25,Dosa Point,South,None,0,28.2,33.7,-5.5,0,75.05,100,1,8.11
ORD001262,DP0366,22,3.8,2023-05-22T00:00:00Z,12,Monday,May,0,1,sunny,jam,scooter,4.4,Sushi Spot,South,Christmas,1,46.6,52.7,-6.1,0,57.01,100,1,12.96
ORD001263,DP0231,32,4.1,2023-05-22T00:00:00Z,14,Monday,May,0,0,sunny,medium,bike,4.65,Spice Garden,West,Diwali,0,20.8,24.9,-4.1,0,51.29,100,1,11.03
ORD001264,DP0139,27,3.4,2023-05-22T00:00:00Z,17,Monday,May,0,0,sunny,high,bicycle,5.01,Sushi Spot,Central,None,0,22.8,24.1,-1.3,0,53.91,100,1,10.76
ORD001265,DP0483,23,3.3,2023-05-22T00:00:00Z,22,Monday,May,0,0,sunny,medium,bike,1.72,Sandwich Stop,South,None,0,16.7,17.6,-0.9,0,26.72,100,1,15.53
ORD001266,DP0457,25,4.9,2023-05-23T00:00:00Z,12,Tuesday,May,0,1,sunny,jam,scooter,9.08,Spice Garden,North,None,0,39.7,46.1,-6.4,0,74.8,100,1,8.24
ORD001267,DP0390,30,4.8,2023-05-23T00:00:00Z,13,Tuesday,May,0,1,sunny,high,scooter,6.94,Spice Garden,Central,None,1,32.4,35.5,-3.1,0,57.54,100,1,8.29
ORD001268,DP0260,25,4.1,2023-05-23T00:00:00Z,19,Tuesday,May,0,1,cloudy,medium,bike,6.72,Dosa Point,South,None,0,23.4,23.1,0.3,1,48.8,100,0,7.26
ORD001269,DP0245,31,4.4,2023-05-23T00:00:00Z,21,Tuesday,May,0,1,cloudy,low,bicycle,10.94,Pizza Hub,West,None,0,32.7,32.9,-0.2,0,67.63,100,1,6.18
ORD001270,DP0127,24,3.9,2023-05-23T00:00:00Z,1,Wednesday,May,0,0,foggy,medium,bike,2.72,Roll Master,South,None,0,17.3,20.8,-3.5,0,47.28,100,1,17.38
ORD001271,DP0140,30,4.3,2023-05-23T00:00:00Z,3,Wednesday,May,0,0,sunny,high,bike,11.05,Sandwich Stop,South,None,0,35.5,30.9,4.6,1,95.68,100,0,8.66
ORD001272,DP0456,25,4.3,2023-05-23T00:00:00Z,3,Wednesday,May,0,0,sunny,jam,scooter,8.14,Dosa Point,South,None,1,38.5,33.5,5,1,72.59,100,0,8.92
ORD001273,DP0068,28,4,2023-05-23T00:00:00Z,4,Wednesday,May,0,0,sunny,jam,bike,16.37,Biryani Express,Central,None,0,46.1,40.5,5.6,1,115.37,100,0,7.05
ORD001274,DP0395,27,4.1,2023-05-23T00:00:00Z,5,Wednesday,May,0,0,foggy,medium,bike,8.16,Sushi Spot,North,Christmas,0,41.5,49,-7.5,0,79.07,100,1,9.69
ORD001275,DP0337,29,3.7,2023-05-24T00:00:00Z,7,Wednesday,May,0,0,sunny,medium,scooter,3.57,BBQ Junction,West,None,1,18.1,20.1,-2,0,34.2,100,1,9.58
ORD001276,DP0003,23,4.9,2023-05-24T00:00:00Z,10,Wednesday,May,0,0,windy,jam,scooter,2.43,Taco Town,North,None,0,30.8,34.6,-3.8,0,31.21,100,1,12.84
ORD001277,DP0042,31,3.5,2023-05-24T00:00:00Z,12,Wednesday,May,0,1,rainy,high,bike,4.2,Spice Garden,East,Navratri,1,41.9,37,4.9,1,50.9,100,0,12.12
ORD001278,DP0471,27,5,2023-05-24T00:00:00Z,13,Wednesday,May,0,1,cloudy,medium,bike,6.01,Sandwich Stop,West,None,0,22.3,23.6,-1.3,0,52.34,100,1,8.71
ORD001279,DP0130,25,4.3,2023-05-24T00:00:00Z,14,Wednesday,May,0,0,rainy,medium,scooter,3.47,Salad Bowl,West,None,1,24.4,23.5,0.9,1,35.79,100,0,10.31
ORD001280,DP0269,30,4.6,2023-05-24T00:00:00Z,16,Wednesday,May,0,0,foggy,high,scooter,3.26,Noodle House,East,None,1,27.2,26.1,1.1,1,43.77,100,0,13.43
ORD001281,DP0333,31,3.8,2023-05-24T00:00:00Z,17,Wednesday,May,0,0,cloudy,high,bike,9.64,BBQ Junction,Central,None,0,33.9,37.3,-3.4,0,88.29,100,1,9.16
ORD001282,DP0187,29,4.8,2023-05-24T00:00:00Z,22,Wednesday,May,0,0,foggy,medium,bike,6.96,Curry Corner,Central,Eid,1,40.2,43.6,-3.4,0,54.3,100,1,7.8
ORD001283,DP0186,21,4.9,2023-05-24T00:00:00Z,1,Thursday,May,0,0,sunny,high,bike,6.24,Roll Master,East,None,0,28.9,31.3,-2.4,0,60.09,100,1,9.63
ORD001284,DP0146,30,3.1,2023-05-25T00:00:00Z,6,Thursday,May,0,0,foggy,low,bicycle,4.59,Dosa Point,North,None,0,20.4,23.3,-2.9,0,41.36,100,1,9.01
ORD001285,DP0207,33,4.9,2023-05-25T00:00:00Z,7,Thursday,May,0,0,rainy,high,bike,8.2,Pizza Hub,West,None,0,36.4,40.8,-4.4,0,73.51,100,1,8.96
ORD001286,DP0350,24,3.2,2023-05-25T00:00:00Z,8,Thursday,May,0,0,foggy,jam,bike,22.37,Noodle House,North,None,0,69,58.7,10.3,1,147.42,100,0,6.59
ORD001287,DP0392,26,4.5,2023-05-25T00:00:00Z,9,Thursday,May,0,0,foggy,medium,bicycle,1.3,Biryani Express,South,None,0,21.2,18.1,3.1,1,19.44,100,0,14.95
ORD001288,DP0402,31,4.6,2023-05-25T00:00:00Z,10,Thursday,May,0,0,sunny,high,bicycle,5.05,Noodle House,East,None,0,22.8,24.8,-2,0,59.5,100,1,11.78
ORD001289,DP0409,25,4.7,2023-05-25T00:00:00Z,12,Thursday,May,0,1,sunny,high,bike,8.44,Wrap Zone,North,None,0,31.4,34.7,-3.3,0,72.8,100,1,8.63
ORD001290,DP0273,22,3.6,2023-05-25T00:00:00Z,13,Thursday,May,0,1,sunny,low,scooter,5.9,Pizza Hub,West,None,0,21,20.7,0.3,1,49.29,100,0,8.35
ORD001291,DP0208,34,4.3,2023-05-25T00:00:00Z,15,Thursday,May,0,0,sunny,medium,bike,7.29,Pizza Hub,Central,Diwali,1,35,42,-7,0,62.15,100,1,8.53
ORD001292,DP0448,25,3.9,2023-05-25T00:00:00Z,0,Friday,May,0,0,sunny,high,bike,3.12,Burger Palace,Central,None,1,25.3,26.2,-0.9,0,42.76,100,1,13.71
ORD001293,DP0203,30,3.3,2023-05-25T00:00:00Z,3,Friday,May,0,0,sunny,medium,bike,5.22,Burger Palace,North,None,1,22.7,25.8,-3.1,0,58.98,100,1,11.3
ORD001294,DP0021,32,4.9,2023-05-25T00:00:00Z,5,Friday,May,0,0,sunny,high,scooter,2.75,Sushi Spot,South,None,1,23.5,21.1,2.4,1,40.84,100,0,14.85
ORD001295,DP0165,31,3.4,2023-05-26T00:00:00Z,9,Friday,May,0,0,sunny,high,bike,5.57,Rice Bucket,East,None,0,22.9,21.9,1,1,55.87,100,0,10.03
ORD001296,DP0400,20,4,2023-05-26T00:00:00Z,10,Friday,May,0,0,rainy,low,bike,5.43,Curry Corner,South,None,0,15.6,15.9,-0.3,0,52.49,100,1,9.67
ORD001297,DP0202,31,3.1,2023-05-26T00:00:00Z,11,Friday,May,0,0,sunny,medium,bike,6.69,Roll Master,North,None,1,29.8,30.4,-0.6,0,49.47,100,1,7.39
ORD001298,DP0272,26,4.3,2023-05-26T00:00:00Z,13,Friday,May,0,1,sunny,high,bike,9.79,Taco Town,North,None,0,32.9,37.6,-4.7,0,78.43,100,1,8.01
ORD001299,DP0174,27,3.9,2023-05-26T00:00:00Z,14,Friday,May,0,0,sunny,medium,scooter,4,Noodle House,West,None,1,20.6,24.4,-3.8,0,45.52,100,1,11.38
ORD001300,DP0128,31,3.9,2023-05-26T00:00:00Z,16,Friday,May,0,0,cloudy,medium,bicycle,13.09,Rice Bucket,North,None,0,35.2,39.3,-4.1,0,79.74,100,1,6.09
ORD001301,DP0464,44,3.2,2023-05-26T00:00:00Z,18,Friday,May,0,0,cloudy,low,scooter,14.83,Salad Bowl,West,None,1,41.9,35.9,6,1,87.14,100,0,5.88
ORD001302,DP0184,24,4.8,2023-05-26T00:00:00Z,22,Friday,May,0,0,sunny,high,bike,3.7,Dosa Point,West,None,0,21.2,23.2,-2,0,45.12,100,1,12.19
ORD001303,DP0240,27,4.6,2023-05-26T00:00:00Z,23,Friday,May,0,0,sunny,high,bicycle,3.91,Burger Palace,North,None,0,22.7,25.7,-3,0,49.82,100,1,12.74
ORD001304,DP0172,32,4,2023-05-27T00:00:00Z,7,Saturday,May,1,0,rainy,high,bike,5.1,Roll Master,North,Christmas,0,40.5,42.4,-1.9,0,62.94,100,1,12.34
