"id","delivery_person_id","delivery_person_age","delivery_person_ratings","restaurant_latitude","restaurant_longitude","delivery_location_latitude","delivery_location_longitude","order_date","time_ordered","time_order_picked","weather_conditions","road_traffic_density","type_of_vehicle","delivery_duration_mins","distance_km","year","month","quarter","day_of_week","is_weekend","order_hour","time_period","traffic_level_num","weather_impact","actual_delivery_mins","is_delayed","delay_mins","on_time_delivery","delivery_speed","delivery_cost","order_value","profit_margin","cost_per_km","traffic_impact","distance_impact","partner_reliability","delivery_risk","efficiency_score","satisfaction_index","rider_experience","rating_category"
"ORD000362","DP0052",32,4.7,13.000419,77.461865,13.127343,77.560218,10-02-20,21:45:00,21:49:00,"clear","gridlock","scooter",NA,17.6827110442268,10,"Feb",1,"Sat",TRUE,21,"Night",2,20,NA,NA,NA,NA,"Very Slow",150.303043875928,195.393957038706,23.0769230769231,8.5,20,36,94,28,NA,94,"Mid","Excellent"
"ORD000363","DP0111",28,4.2,13.030552,77.532095,12.850329,77.483669,10-02-20,22:38:00,22:42:00,"rainy","medium","bike",NA,20.715648712141,10,"Feb",1,"Sat",TRUE,22,"Night",2,80,NA,NA,NA,NA,"Very Slow",176.083014053199,228.907918269159,23.0769230769231,8.5,50,42,84,41,NA,84,"Mid","Good"
"ORD000364","DP0072",30,3.9,13.139838,77.560354,12.807805,77.411722,10-02-20,01:27:00,01:33:00,"clear","high","bicycle",NA,40.2801748948969,10,"Feb",1,"Sat",TRUE,1,"Late Night",3,20,NA,NA,NA,NA,"Very Slow",342.381486606624,445.095932588611,23.0769230769231,8.5,80,82,78,63,NA,78,"Mid","Average"
"ORD000365","DP0356",34,4.9,12.888689,77.720172,12.853699,77.429026,11-02-20,06:00:00,06:06:00,"clear","low","scooter",NA,31.7994203834601,11,"Feb",1,"Sun",TRUE,6,"Morning",1,20,NA,NA,NA,NA,"Very Slow",270.295073259411,351.383595237235,23.0769230769231,8.5,20,65,98,36,NA,98,"Mid","Excellent"
"ORD000366","DP0472",31,4.1,12.979775,77.661355,13.062555,77.651206,11-02-20,07:44:00,07:46:00,"rainy","medium","bike",NA,9.27015082672212,11,"Feb",1,"Sun",TRUE,7,"Morning",2,80,NA,NA,NA,NA,"Very Slow",78.796282027138,102.435166635279,23.0769230769231,8.5,50,19,82,34,NA,82,"Mid","Good"
"ORD000367","DP0475",22,4.7,13.077745,77.547175,12.955432,77.691088,11-02-20,08:57:00,09:00:00,"clear","medium","bike",NA,20.6896519996533,11,"Feb",1,"Sun",TRUE,8,"Morning",2,20,NA,NA,NA,NA,"Very Slow",175.862041997053,228.620654596169,23.0769230769231,8.5,50,42,94,39,NA,94,"Junior","Excellent"
"ORD000368","DP0302",25,3.7,12.852424,77.470844,12.870418,77.468289,11-02-20,09:38:00,09:41:00,"rainy","high","scooter",NA,2.01992129606121,11,"Feb",1,"Sun",TRUE,9,"Morning",3,80,NA,NA,NA,NA,"Very Slow",17.1693310165203,22.3201303214764,23.0769230769231,8.5,80,4,74,40,NA,74,"Mid","Average"
"ORD000369","DP0279",35,3.5,13.082762,77.582763,12.994546,77.550733,11-02-20,10:01:00,10:07:00,"clear","high","scooter",NA,10.4047588103048,11,"Feb",1,"Sun",TRUE,10,"Morning",3,20,NA,NA,NA,NA,"Very Slow",88.4404498875908,114.972584853868,23.0769230769231,8.5,80,21,70,46,NA,70,"Senior","Average"
"ORD000370","DP0281",23,4.8,13.008931,77.677991,13.142078,77.691629,11-02-20,13:16:00,13:18:00,"other","medium","bike",NA,14.8787782470787,11,"Feb",1,"Sun",TRUE,13,"Afternoon",2,20,NA,NA,NA,NA,"Very Slow",126.469615100169,164.410499630219,23.0769230769231,8.5,50,30,96,35,NA,96,"Junior","Excellent"
"ORD000371","DP0366",28,4.1,13.122514,77.532322,13.090994,77.513968,11-02-20,13:34:00,13:40:00,"clear","medium","bicycle",NA,4.02927351244125,11,"Feb",1,"Sun",TRUE,13,"Afternoon",2,20,NA,NA,NA,NA,"Very Slow",34.2488248557506,44.5234723124758,23.0769230769231,8.5,50,8,82,31,NA,82,"Mid","Good"
"ORD000372","DP0170",26,3.1,13.115264,77.663951,13.147823,77.506664,11-02-20,13:39:00,13:41:00,"cloudy","medium","scooter",NA,17.4127117174364,11,"Feb",1,"Sun",TRUE,13,"Afternoon",2,50,NA,NA,NA,NA,"Very Slow",148.00804959821,192.410464477673,23.0769230769231,8.5,50,36,62,43,NA,62,"Mid","Average"
"ORD000373","DP0158",24,3.8,12.881947,77.720066,12.97265,77.475183,11-02-20,15:18:00,15:25:00,"clear","high","scooter",NA,28.3914043691233,11,"Feb",1,"Sun",TRUE,15,"Afternoon",3,20,NA,NA,NA,NA,"Very Slow",241.326937137548,313.725018278812,23.0769230769231,8.5,80,58,76,56,NA,76,"Junior","Average"
"ORD000374","DP0044",28,4,13.075333,77.6071,12.898572,77.780608,11-02-20,19:58:00,20:05:00,"clear","low","bike",NA,27.1982539945828,11,"Feb",1,"Sun",TRUE,19,"Evening",1,20,NA,NA,NA,NA,"Very Slow",231.185158953954,300.54070664014,23.0769230769231,8.5,20,56,80,37,NA,80,"Mid","Good"
"ORD000375","DP0358",21,4.8,12.961969,77.706478,13.049666,77.786983,11-02-20,04:21:00,04:26:00,"clear","medium","bicycle",NA,13.0830498047295,11,"Feb",1,"Sun",TRUE,4,"Late Night",2,20,NA,NA,NA,NA,"Very Slow",111.205923340201,144.567700342261,23.0769230769231,8.5,50,27,96,34,NA,96,"Junior","Excellent"
"ORD000376","DP0477",23,4.5,13.078257,77.465354,12.968577,77.790194,12-02-20,06:27:00,06:29:00,"other","high","scooter",NA,37.2448364478102,12,"Feb",1,"Mon",FALSE,6,"Morning",3,20,NA,NA,NA,NA,"Very Slow",316.581109806387,411.555442748303,23.0769230769231,8.5,80,76,90,49,NA,90,"Junior","Excellent"
"ORD000377","DP0237",24,4.8,12.88331,77.735684,13.179343,77.564521,12-02-20,16:28:00,16:32:00,"other","gridlock","scooter",NA,37.7805448221883,12,"Feb",1,"Mon",FALSE,16,"Afternoon",2,20,NA,NA,NA,NA,"Very Slow",321.1346309886,417.47502028518,23.0769230769231,8.5,20,77,96,30,NA,96,"Junior","Excellent"
"ORD000378","DP0260",32,3.9,13.075694,77.737948,12.972679,77.456775,12-02-20,17:49:00,17:56:00,"rainy","medium","bike",NA,32.5432977067122,12,"Feb",1,"Mon",FALSE,17,"Evening",2,80,NA,NA,NA,NA,"Very Slow",276.618030507054,359.60343965917,23.0769230769231,8.5,50,67,78,39,NA,78,"Mid","Average"
"ORD000379","DP0443",26,4,12.987943,77.627036,12.851618,77.408456,12-02-20,19:22:00,19:29:00,"rainy","medium","scooter",NA,28.124462407468,12,"Feb",1,"Mon",FALSE,19,"Evening",2,80,NA,NA,NA,NA,"Very Slow",239.057930463478,310.775309602522,23.0769230769231,8.5,50,58,80,36,NA,80,"Mid","Good"
"ORD000380","DP0280",35,4.5,12.958631,77.522607,12.857627,77.424053,12-02-20,19:34:00,19:41:00,"clear","low","bike",NA,15.4996313612299,12,"Feb",1,"Mon",FALSE,19,"Evening",1,20,NA,NA,NA,NA,"Very Slow",131.746866570454,171.27092654159,23.0769230769231,8.5,20,32,90,18,NA,90,"Senior","Excellent"
"ORD000381","DP0071",27,3.4,13.009946,77.679876,13.111225,77.520141,12-02-20,20:25:00,20:33:00,"cloudy","high","scooter",NA,20.6444682611598,12,"Feb",1,"Mon",FALSE,20,"Evening",3,50,NA,NA,NA,NA,"Very Slow",175.477980219858,228.121374285816,23.0769230769231,8.5,80,42,68,43,NA,68,"Mid","Average"
"ORD000382","DP0201",31,4.2,12.917751,77.550264,12.885012,77.656742,12-02-20,23:32:00,23:34:00,"clear","low","scooter",NA,12.1014700745026,12,"Feb",1,"Mon",FALSE,23,"Night",1,20,NA,NA,NA,NA,"Very Slow",102.862495633272,133.721244323254,23.0769230769231,8.5,20,25,84,17,NA,84,"Mid","Good"
"ORD000383","DP0223",28,3.8,13.020734,77.663103,12.947293,77.556265,12-02-20,00:03:00,00:09:00,"clear","gridlock","bike",NA,14.1666576839529,12,"Feb",1,"Mon",FALSE,0,"Late Night",2,20,NA,NA,NA,NA,"Very Slow",120.4165903136,156.54156740768,23.0769230769231,8.5,20,29,76,20,NA,76,"Mid","Average"
"ORD000384","DP0028",32,4.2,13.011067,77.487032,13.107626,77.587289,12-02-20,01:47:00,01:50:00,"clear","medium","bike",NA,15.2713575602333,12,"Feb",1,"Mon",FALSE,1,"Late Night",2,20,NA,NA,NA,NA,"Very Slow",129.806539261983,168.748501040578,23.0769230769231,8.5,50,31,84,27,NA,84,"Mid","Good"
"ORD000385","DP0323",28,3.5,12.872115,77.573947,13.185589,77.510375,12-02-20,03:20:00,03:25:00,"clear","low","bicycle",NA,35.5305526784635,12,"Feb",1,"Mon",FALSE,3,"Late Night",1,20,NA,NA,NA,NA,"Very Slow",302.009697766939,392.612607097021,23.0769230769231,8.5,20,73,70,34,NA,70,"Mid","Average"
"ORD000386","DP0066",35,4,12.875131,77.714035,12.93225,77.70001,13-02-20,07:11:00,07:15:00,"other","high","scooter",NA,6.53072291320601,13,"Feb",1,"Wed",FALSE,7,"Morning",3,20,NA,NA,NA,NA,"Very Slow",55.5111447622511,72.1644881909265,23.0769230769231,8.5,80,13,80,32,NA,80,"Senior","Good"
"ORD000387","DP0156",32,4.2,12.887026,77.647683,13.098341,77.608436,13-02-20,07:40:00,07:45:00,"clear","high","bike",NA,23.8788342243453,13,"Feb",1,"Wed",FALSE,7,"Morning",3,20,NA,NA,NA,NA,"Very Slow",202.970090906935,263.861118179015,23.0769230769231,8.5,80,49,84,42,NA,84,"Mid","Good"
"ORD000388","DP0013",33,3.7,13.093147,77.679507,12.803626,77.797581,13-02-20,07:41:00,07:46:00,"other","high","bike",NA,34.642861295659,13,"Feb",1,"Wed",FALSE,7,"Morning",3,20,NA,NA,NA,NA,"Very Slow",294.464321013102,382.803617317032,23.0769230769231,8.5,80,71,74,50,NA,74,"Mid","Average"
"ORD000389","DP0381",40,4.1,13.095991,77.529311,12.996959,77.57286,13-02-20,08:18:00,08:24:00,"cloudy","medium","bike",NA,11.9797799040085,13,"Feb",1,"Wed",FALSE,8,"Morning",2,50,NA,NA,NA,NA,"Very Slow",101.828129184073,132.376567939294,23.0769230769231,8.5,50,25,82,26,NA,82,"Senior","Good"
"ORD000390","DP0375",34,3.9,13.090047,77.655805,13.102859,77.64196,13-02-20,08:59:00,09:06:00,"clear","low","scooter",NA,2.0683142367629,13,"Feb",1,"Wed",FALSE,8,"Morning",1,20,NA,NA,NA,NA,"Very Slow",17.5806710124847,22.8548723162301,23.0769230769231,8.5,20,4,78,12,NA,78,"Mid","Average"
"ORD000391","DP0154",39,3.5,13.129671,77.748612,12.986545,77.420035,13-02-20,15:11:00,15:17:00,"other","medium","bike",NA,38.9874975979966,13,"Feb",1,"Wed",FALSE,15,"Afternoon",2,20,NA,NA,NA,NA,"Very Slow",331.393729582971,430.811848457862,23.0769230769231,8.5,50,80,70,45,NA,70,"Senior","Average"
"ORD000392","DP0333",21,3.7,13.095002,77.457176,13.079542,77.673298,13-02-20,15:45:00,15:50:00,"clear","medium","scooter",NA,23.4705181190935,13,"Feb",1,"Wed",FALSE,15,"Afternoon",2,20,NA,NA,NA,NA,"Very Slow",199.499404012295,259.349225215983,23.0769230769231,8.5,50,48,74,35,NA,74,"Junior","Average"
"ORD000393","DP0146",22,3.9,12.966736,77.567207,12.83437,77.515587,13-02-20,16:28:00,16:32:00,"clear","medium","bike",NA,15.7459881770628,13,"Feb",1,"Wed",FALSE,16,"Afternoon",2,20,NA,NA,NA,NA,"Very Slow",133.840899505034,173.993169356544,23.0769230769231,8.5,50,32,78,29,NA,78,"Junior","Average"
"ORD000394","DP0135",24,3.5,13.14292,77.628869,12.880087,77.504148,13-02-20,16:50:00,16:58:00,"cloudy","gridlock","bike",NA,32.1981740308203,13,"Feb",1,"Wed",FALSE,16,"Afternoon",2,50,NA,NA,NA,NA,"Very Slow",273.684479261972,355.789823040564,23.0769230769231,8.5,20,66,70,32,NA,70,"Junior","Average"
"ORD000395","DP0038",34,3.4,13.081429,77.467878,12.991519,77.640287,13-02-20,19:00:00,19:07:00,"cloudy","medium","bike",NA,21.1843673561083,13,"Feb",1,"Wed",FALSE,19,"Evening",2,50,NA,NA,NA,NA,"Very Slow",180.06712252692,234.087259284997,23.0769230769231,8.5,50,43,68,34,NA,68,"Mid","Average"
"ORD000396","DP0123",39,3.6,12.851956,77.720332,13.169891,77.782747,13-02-20,02:56:00,03:03:00,"clear","gridlock","bike",NA,35.9936498942273,13,"Feb",1,"Wed",FALSE,2,"Late Night",2,20,NA,NA,NA,NA,"Very Slow",305.946024100932,397.729831331211,23.0769230769231,8.5,20,74,72,34,NA,72,"Senior","Average"
"ORD000397","DP0252",32,4.2,12.902726,77.742273,13.097442,77.602775,13-02-20,03:23:00,03:26:00,"other","high","scooter",NA,26.404817680921,13,"Feb",1,"Wed",FALSE,3,"Late Night",3,20,NA,NA,NA,NA,"Very Slow",224.440950287828,291.773235374177,23.0769230769231,8.5,80,54,84,43,NA,84,"Mid","Good"
"ORD000398","DP0244",35,4.8,13.038066,77.536067,12.853516,77.582514,13-02-20,03:31:00,03:38:00,"other","low","scooter",NA,21.1293038101423,13,"Feb",1,"Wed",FALSE,3,"Late Night",1,20,NA,NA,NA,NA,"Very Slow",179.599082386209,233.478807102072,23.0769230769231,8.5,20,43,96,20,NA,96,"Senior","Excellent"
"ORD000399","DP0423",27,4.9,13.136859,77.613393,12.826876,77.665192,14-02-20,10:49:00,10:52:00,"rainy","medium","bike",NA,34.9224988184118,14,"Feb",1,"Thu",FALSE,10,"Morning",2,80,NA,NA,NA,NA,"Very Slow",296.8412399565,385.89361194345,23.0769230769231,8.5,50,71,98,37,NA,98,"Mid","Excellent"
"ORD000400","DP0359",24,3.6,13.138637,77.527886,12.881075,77.76115,14-02-20,12:27:00,12:31:00,"cloudy","low","bike",NA,38.1955227748822,14,"Feb",1,"Thu",FALSE,12,"Afternoon",1,50,NA,NA,NA,NA,"Very Slow",324.661943586499,422.060526662448,23.0769230769231,8.5,20,78,72,35,NA,72,"Junior","Average"
"ORD000401","DP0310",20,3.3,12.910039,77.465547,12.910501,77.530633,14-02-20,14:50:00,14:52:00,"cloudy","medium","bike",NA,7.05447118935698,14,"Feb",1,"Thu",FALSE,14,"Afternoon",2,50,NA,NA,NA,NA,"Very Slow",59.9630051095343,77.9519066423946,23.0769230769231,8.5,50,14,66,26,NA,66,"Junior","Average"
"ORD000402","DP0204",37,3.3,12.875459,77.625405,12.803647,77.657452,14-02-20,17:30:00,17:34:00,"clear","high","bike",NA,8.70824338810486,14,"Feb",1,"Thu",FALSE,17,"Evening",3,20,NA,NA,NA,NA,"Very Slow",74.0200687988913,96.2260894385587,23.0769230769231,8.5,80,18,66,36,NA,66,"Senior","Average"
"ORD000403","DP0099",29,4.1,13.002015,77.58232,12.957372,77.401337,14-02-20,17:39:00,17:46:00,"cloudy","medium","bike",NA,20.2287481503871,14,"Feb",1,"Thu",FALSE,17,"Evening",2,50,NA,NA,NA,NA,"Very Slow",171.94435927829,223.527667061777,23.0769230769231,8.5,50,41,82,31,NA,82,"Mid","Good"
"ORD000404","DP0123",26,4.8,13.106921,77.677448,12.813995,77.550192,14-02-20,17:47:00,17:54:00,"clear","high","bike",NA,35.3706701056987,14,"Feb",1,"Thu",FALSE,17,"Evening",3,20,NA,NA,NA,NA,"Very Slow",300.650695898439,390.845904667971,23.0769230769231,8.5,80,72,96,46,NA,96,"Mid","Excellent"
"ORD000405","DP0064",28,3.8,13.078396,77.657071,13.155824,77.719713,14-02-20,18:34:00,18:36:00,"foggy","medium","bike",NA,10.9610321411228,14,"Feb",1,"Thu",FALSE,18,"Evening",2,50,NA,NA,NA,NA,"Very Slow",93.1687731995439,121.119405159407,23.0769230769231,8.5,50,22,76,26,NA,76,"Mid","Average"
"ORD000406","DP0240",33,3.9,13.010999,77.660457,13.038467,77.545511,14-02-20,03:04:00,03:09:00,"rainy","high","bicycle",NA,12.8216839320787,14,"Feb",1,"Thu",FALSE,3,"Late Night",3,80,NA,NA,NA,NA,"Very Slow",108.984313422669,141.679607449469,23.0769230769231,8.5,80,26,78,36,NA,78,"Mid","Average"
"ORD000407","DP0076",29,4.1,12.918531,77.652264,12.837815,77.404621,15-02-20,07:23:00,07:30:00,"cloudy","medium","bike",NA,28.3046668305872,15,"Feb",1,"Fri",FALSE,7,"Morning",2,50,NA,NA,NA,NA,"Very Slow",240.589668059991,312.766568477988,23.0769230769231,8.5,50,58,82,36,NA,82,"Mid","Good"
"ORD000408","DP0153",24,3.2,13.144339,77.667167,12.988042,77.470164,15-02-20,09:15:00,09:22:00,"cloudy","high","bike",NA,27.5205296182103,15,"Feb",1,"Fri",FALSE,9,"Morning",3,50,NA,NA,NA,NA,"Very Slow",233.924501754788,304.101852281224,23.0769230769231,8.5,80,56,64,48,NA,64,"Junior","Average"
"ORD000409","DP0433",25,3.7,12.873643,77.547475,13.094534,77.56886,15-02-20,10:43:00,10:49:00,"cloudy","medium","scooter",NA,24.6710109641772,15,"Feb",1,"Fri",FALSE,10,"Morning",2,50,NA,NA,NA,NA,"Very Slow",209.703593195506,272.614671154158,23.0769230769231,8.5,50,51,74,36,NA,74,"Mid","Average"
"ORD000410","DP0042",23,5,12.893236,77.732335,13.194452,77.577981,15-02-20,12:21:00,12:26:00,"rainy","gridlock","bike",NA,37.4353118261411,15,"Feb",1,"Fri",FALSE,12,"Afternoon",2,80,NA,NA,NA,NA,"Very Slow",318.200150522199,413.660195678859,23.0769230769231,8.5,20,77,100,29,NA,100,"Junior","Excellent"
"ORD000411","DP0393",22,3,12.949646,77.685947,13.147082,77.534742,15-02-20,13:14:00,13:17:00,"foggy","medium","bike",NA,27.3906515870121,15,"Feb",1,"Fri",FALSE,13,"Afternoon",2,50,NA,NA,NA,NA,"Very Slow",232.820538489603,302.666700036483,23.0769230769231,8.5,50,56,60,40,NA,60,"Junior","Average"
"ORD000412","DP0392",33,3.8,13.096131,77.587565,12.837112,77.55145,15-02-20,16:05:00,16:12:00,"clear","low","bike",NA,29.0662484811093,15,"Feb",1,"Fri",FALSE,16,"Afternoon",1,20,NA,NA,NA,NA,"Very Slow",247.063112089429,321.182045716258,23.0769230769231,8.5,20,60,76,29,NA,76,"Mid","Average"
"ORD000413","DP0422",31,4.8,13.052006,77.73352,13.122655,77.436349,15-02-20,17:28:00,17:35:00,"clear","medium","scooter",NA,33.1304705459544,15,"Feb",1,"Fri",FALSE,17,"Evening",2,20,NA,NA,NA,NA,"Very Slow",281.608999640612,366.091699532796,23.0769230769231,8.5,50,68,96,36,NA,96,"Mid","Excellent"
"ORD000414","DP0340",38,3.2,13.08216,77.607594,12.891459,77.469094,15-02-20,22:07:00,22:09:00,"other","high","bike",NA,25.9778473544658,15,"Feb",1,"Fri",FALSE,22,"Night",3,20,NA,NA,NA,NA,"Very Slow",220.811702512959,287.055213266847,23.0769230769231,8.5,80,53,64,47,NA,64,"Senior","Average"
"ORD000415","DP0043",35,3.5,12.88707,77.5223,13.083813,77.69511,15-02-20,01:26:00,01:33:00,"rainy","medium","scooter",NA,28.7956698595444,15,"Feb",1,"Fri",FALSE,1,"Late Night",2,80,NA,NA,NA,NA,"Very Slow",244.763193806127,318.192151947965,23.0769230769231,8.5,50,59,70,39,NA,70,"Senior","Average"
"ORD000416","DP0469",27,3.8,13.102344,77.699977,13.147309,77.417437,15-02-20,05:15:00,05:19:00,"clear","medium","bicycle",NA,31.0021609640057,15,"Feb",1,"Fri",FALSE,5,"Late Night",2,20,NA,NA,NA,NA,"Very Slow",263.518368194048,342.573878652263,23.0769230769231,8.5,50,63,76,39,NA,76,"Mid","Average"
"ORD000417","DP0442",24,4.2,13.023678,77.45483,13.10037,77.557311,16-02-20,08:46:00,08:53:00,"foggy","medium","bike",NA,13.9980108477407,16,"Feb",1,"Sat",TRUE,8,"Morning",2,50,NA,NA,NA,NA,"Very Slow",118.983092205796,154.678019867535,23.0769230769231,8.5,50,29,84,37,NA,84,"Junior","Good"
"ORD000418","DP0002",35,5,13.013824,77.71686,13.128077,77.425904,16-02-20,10:40:00,10:43:00,"clear","high","bike",NA,33.9789601629554,16,"Feb",1,"Sat",TRUE,10,"Morning",3,20,NA,NA,NA,NA,"Very Slow",288.821161385121,375.467509800658,23.0769230769231,8.5,80,70,100,55,NA,100,"Senior","Excellent"
"ORD000419","DP0042",25,4.6,13.023411,77.662962,13.01327,77.594099,16-02-20,13:01:00,13:06:00,"clear","low","scooter",NA,7.54514870363877,16,"Feb",1,"Sat",TRUE,13,"Afternoon",1,20,NA,NA,NA,NA,"Very Slow",64.1337639809295,83.3738931752084,23.0769230769231,8.5,20,15,92,22,NA,92,"Mid","Excellent"
"ORD000420","DP0208",32,3.5,13.123181,77.562023,13.185676,77.563845,16-02-20,17:29:00,17:35:00,"other","high","scooter",NA,6.95192671466079,16,"Feb",1,"Sat",TRUE,17,"Evening",3,20,NA,NA,NA,NA,"Very Slow",59.0913770746167,76.8187901970017,23.0769230769231,8.5,80,14,70,44,NA,70,"Mid","Average"
"ORD000421","DP0055",29,4.3,12.90528,77.478186,12.825185,77.553205,16-02-20,19:54:00,19:57:00,"clear","medium","scooter",NA,12.0604455781846,16,"Feb",1,"Sat",TRUE,19,"Evening",2,20,NA,NA,NA,NA,"Very Slow",102.513787414569,133.26792363894,23.0769230769231,8.5,50,25,86,35,NA,86,"Mid","Good"
"ORD000422","DP0212",21,3.4,13.079953,77.714395,12.941658,77.614973,16-02-20,22:08:00,22:11:00,"clear","high","bicycle",NA,18.7749007393907,16,"Feb",1,"Sat",TRUE,22,"Night",3,20,NA,NA,NA,NA,"Very Slow",159.586656284821,207.462653170267,23.0769230769231,8.5,80,38,68,52,NA,68,"Junior","Average"
"ORD000423","DP0158",27,3.5,12.896169,77.451758,12.984824,77.599118,16-02-20,23:19:00,23:22:00,"cloudy","medium","bike",NA,18.7671528569114,16,"Feb",1,"Sat",TRUE,23,"Night",2,50,NA,NA,NA,NA,"Very Slow",159.520799283747,207.377039068871,23.0769230769231,8.5,50,38,70,42,NA,70,"Mid","Average"
"ORD000424","DP0495",34,4.1,13.052762,77.600541,12.934704,77.787465,16-02-20,02:19:00,02:25:00,"foggy","medium","scooter",NA,24.1351490648809,16,"Feb",1,"Sat",TRUE,2,"Late Night",2,50,NA,NA,NA,NA,"Very Slow",205.148767051488,266.693397166934,23.0769230769231,8.5,50,49,82,43,NA,82,"Mid","Good"
"ORD000425","DP0441",39,3.4,13.119158,77.508901,12.825424,77.620664,16-02-20,05:22:00,05:29:00,"clear","high","scooter",NA,34.8345800509346,16,"Feb",1,"Sat",TRUE,5,"Late Night",3,20,NA,NA,NA,NA,"Very Slow",296.093930432944,384.922109562827,23.0769230769231,8.5,80,71,68,62,NA,68,"Senior","Average"
"ORD000426","DP0002",31,3.9,12.909307,77.707804,13.023418,77.687981,17-02-20,07:31:00,07:35:00,"clear","medium","scooter",NA,12.8690957317505,17,"Feb",1,"Mon",FALSE,7,"Morning",2,20,NA,NA,NA,NA,"Very Slow",109.38731371988,142.203507835844,23.0769230769231,8.5,50,26,78,27,NA,78,"Mid","Average"
"ORD000427","DP0217",26,4.8,12.977808,77.584448,13.192785,77.757932,17-02-20,12:04:00,12:07:00,"foggy","high","scooter",NA,30.4050698681828,17,"Feb",1,"Mon",FALSE,12,"Afternoon",3,50,NA,NA,NA,NA,"Very Slow",258.443093879554,335.97602204342,23.0769230769231,8.5,80,62,96,43,NA,96,"Mid","Excellent"
"ORD000428","DP0188",31,4.1,13.072877,77.633534,12.958518,77.781503,17-02-20,12:24:00,12:28:00,"other","high","bike",NA,20.4617467111207,17,"Feb",1,"Mon",FALSE,12,"Afternoon",3,20,NA,NA,NA,NA,"Very Slow",173.924847044526,226.102301157884,23.0769230769231,8.5,80,42,82,40,NA,82,"Mid","Good"
"ORD000429","DP0338",30,4.4,12.877423,77.501355,13.183454,77.595893,17-02-20,12:35:00,12:39:00,"cloudy","low","scooter",NA,35.536833645595,17,"Feb",1,"Mon",FALSE,12,"Afternoon",1,50,NA,NA,NA,NA,"Very Slow",302.063085987558,392.682011783825,23.0769230769231,8.5,20,73,88,30,NA,88,"Mid","Good"
"ORD000430","DP0348",34,3.3,13.12487,77.635463,12.816716,77.586234,17-02-20,17:26:00,17:34:00,"cloudy","low","bicycle",NA,34.6778953730351,17,"Feb",1,"Mon",FALSE,17,"Evening",1,50,NA,NA,NA,NA,"Very Slow",294.762110670799,383.190743872038,23.0769230769231,8.5,20,71,66,34,NA,66,"Mid","Average"
"ORD000431","DP0104",38,4.7,13.075903,77.510652,13.017248,77.529529,17-02-20,17:29:00,17:31:00,"other","high","scooter",NA,6.83517936869132,17,"Feb",1,"Mon",FALSE,17,"Evening",3,20,NA,NA,NA,NA,"Very Slow",58.0990246338762,75.528732024039,23.0769230769231,8.5,80,14,94,29,NA,94,"Senior","Excellent"
"ORD000432","DP0119",25,4.4,13.019539,77.460162,13.168256,77.64563,17-02-20,19:27:00,19:30:00,"other","medium","scooter",NA,26.0181032942637,17,"Feb",1,"Mon",FALSE,19,"Evening",2,20,NA,NA,NA,NA,"Very Slow",221.153878001241,287.500041401614,23.0769230769231,8.5,50,53,88,33,NA,88,"Mid","Good"
"ORD000433","DP0004",29,4.7,13.064197,77.626871,12.860234,77.479708,17-02-20,21:41:00,21:48:00,"other","high","bike",NA,27.7248388214505,17,"Feb",1,"Mon",FALSE,21,"Night",3,20,NA,NA,NA,NA,"Very Slow",235.661129982329,306.359468977028,23.0769230769231,8.5,80,57,94,42,NA,94,"Mid","Excellent"
"ORD000434","DP0367",30,4.5,12.903594,77.480253,13.070761,77.615789,18-02-20,07:05:00,07:08:00,"cloudy","high","scooter",NA,23.6892232207507,18,"Feb",1,"Tue",FALSE,7,"Morning",3,50,NA,NA,NA,NA,"Very Slow",201.358397376381,261.765916589296,23.0769230769231,8.5,80,48,90,40,NA,90,"Mid","Excellent"
"ORD000435","DP0339",24,4.9,12.961207,77.724473,12.856226,77.732962,18-02-20,07:45:00,07:50:00,"other","low","bicycle",NA,11.7095580852124,18,"Feb",1,"Tue",FALSE,7,"Morning",1,20,NA,NA,NA,NA,"Very Slow",99.5312437243056,129.390616841597,23.0769230769231,8.5,20,24,98,14,NA,98,"Junior","Excellent"
"ORD000436","DP0428",24,3.9,12.890804,77.455407,13.079869,77.739606,18-02-20,11:46:00,11:49:00,"clear","low","bike",NA,37.2853781112744,18,"Feb",1,"Tue",FALSE,11,"Morning",1,20,NA,NA,NA,NA,"Very Slow",316.925713945832,412.003428129582,23.0769230769231,8.5,20,76,78,33,NA,78,"Junior","Average"
"ORD000437","DP0296",30,3.5,12.979142,77.701174,12.803301,77.639538,18-02-20,17:18:00,17:20:00,"foggy","medium","bike",NA,20.6625066618151,18,"Feb",1,"Tue",FALSE,17,"Evening",2,50,NA,NA,NA,NA,"Very Slow",175.631306625428,228.320698613057,23.0769230769231,8.5,50,42,70,34,NA,70,"Mid","Average"
"ORD000438","DP0317",23,4.8,12.941,77.591082,13.011372,77.662263,18-02-20,17:40:00,17:47:00,"cloudy","high","bicycle",NA,10.9872083050054,18,"Feb",1,"Tue",FALSE,17,"Evening",3,50,NA,NA,NA,NA,"Very Slow",93.3912705925456,121.408651770309,23.0769230769231,8.5,80,22,96,31,NA,96,"Junior","Excellent"
"ORD000439","DP0015",19,3.1,13.051826,77.453305,12.918001,77.650353,18-02-20,19:05:00,19:10:00,"clear","gridlock","bike",NA,26.0245294160479,18,"Feb",1,"Tue",FALSE,19,"Evening",2,20,NA,NA,NA,NA,"Very Slow",221.208500036407,287.571050047329,23.0769230769231,8.5,20,53,62,30,NA,62,"Junior","Average"
